Reporter Name,Partner Name,Product Group,2004
Anguila,Netherlands Antilles,Fuels,12.539000000000001
Anguila,France,Fuels,11.102
Anguila,United States,Fuels,526.629
Anguila,St. Vincent and the Grenadines,Fuels,0.073
Anguila,British Virgin Islands,Fuels,47.348
Anguila, World,Fuels,597.692
Albania,Switzerland,Fuels,5.638
Albania,China,Fuels,0.05
Albania,Spain,Fuels,0.665
Albania,Finland,Fuels,5.867999999999999
Albania,France,Fuels,526.0369999999999
Albania,United Kingdom,Fuels,0.085
Albania,Greece,Fuels,161.003
Albania,Italy,Fuels,10924.659
Albania,"Macedonia, FYR",Fuels,754.048
Albania,"Serbia, FR(Serbia/Montenegro)",Fuels,3894.986
Albania,Slovenia,Fuels,18.064
Albania, World,Fuels,16295.662
Albania,South Africa,Fuels,4.558
Andorra,Spain,Fuels,2.577
Andorra, World,Fuels,2.577
United Arab Emirates,Afghanistan,Fuels,10939.783000000001
United Arab Emirates,Angola,Fuels,758.6080000000001
United Arab Emirates,Armenia,Fuels,10.115
United Arab Emirates,Australia,Fuels,1273.64
United Arab Emirates,Azerbaijan,Fuels,452.01300000000003
United Arab Emirates,Burundi,Fuels,2.08
United Arab Emirates,Belgium,Fuels,106.62100000000001
United Arab Emirates,Benin,Fuels,571.822
United Arab Emirates,Burkina Faso,Fuels,221.347
United Arab Emirates,Bangladesh,Fuels,7296.973000000001
United Arab Emirates,Bahrain,Fuels,6516.701999999999
United Arab Emirates,China,Fuels,1490.594
United Arab Emirates,Cote d'Ivoire,Fuels,1455.0179999999998
United Arab Emirates,Cameroon,Fuels,3518.028
United Arab Emirates,"Congo, Rep.",Fuels,2435.127
United Arab Emirates,Comoros,Fuels,79.097
United Arab Emirates,Germany,Fuels,213.041
United Arab Emirates,Djibouti,Fuels,717.55
United Arab Emirates,Denmark,Fuels,17.660999999999998
United Arab Emirates,Algeria,Fuels,273.92900000000003
United Arab Emirates,"Egypt, Arab Rep.",Fuels,718.8530000000001
United Arab Emirates,Eritrea,Fuels,56.007
United Arab Emirates,Spain,Fuels,10.674000000000001
United Arab Emirates,Estonia,Fuels,82.40299999999999
United Arab Emirates,Ethiopia(excludes Eritrea),Fuels,137.821
United Arab Emirates,Finland,Fuels,3.7969999999999997
United Arab Emirates,Fiji,Fuels,10.853
United Arab Emirates,France,Fuels,241.287
United Arab Emirates,Gabon,Fuels,735.459
United Arab Emirates,United Kingdom,Fuels,92.566
United Arab Emirates,Ghana,Fuels,1607.481
United Arab Emirates,Guinea,Fuels,477.037
United Arab Emirates,"Gambia, The",Fuels,515.229
United Arab Emirates,Equatorial Guinea,Fuels,229.215
United Arab Emirates,Greece,Fuels,68.518
United Arab Emirates,Greenland,Fuels,18.897000000000002
United Arab Emirates,Guam,Fuels,29.546999999999997
United Arab Emirates,"Hong Kong, China",Fuels,16.277
United Arab Emirates,Indonesia,Fuels,743.671
United Arab Emirates,India,Fuels,8600.466
United Arab Emirates,"Iran, Islamic Rep.",Fuels,8743.199
United Arab Emirates,Iraq,Fuels,8491.242
United Arab Emirates,Italy,Fuels,31.545
United Arab Emirates,Jordan,Fuels,406.625
United Arab Emirates,Japan,Fuels,13785909.294000002
United Arab Emirates,Kazakhstan,Fuels,497.36199999999997
United Arab Emirates,Kenya,Fuels,1751.217
United Arab Emirates,Cambodia,Fuels,272.314
United Arab Emirates,"Korea, Rep.",Fuels,18.885
United Arab Emirates,Kuwait,Fuels,6982.388000000001
United Arab Emirates,Lebanon,Fuels,520.714
United Arab Emirates,Liberia,Fuels,967.785
United Arab Emirates,Libya,Fuels,173.09
United Arab Emirates,Sri Lanka,Fuels,2719.1090000000004
United Arab Emirates,Lithuania,Fuels,19.702
United Arab Emirates,Morocco,Fuels,1764.848
United Arab Emirates,Madagascar,Fuels,741.3689999999999
United Arab Emirates,Maldives,Fuels,437.67199999999997
United Arab Emirates,Mexico,Fuels,24.67
United Arab Emirates,Mali,Fuels,252.243
United Arab Emirates,Malta,Fuels,46.293
United Arab Emirates,Myanmar,Fuels,1877.156
United Arab Emirates,Mongolia,Fuels,210.692
United Arab Emirates,Mozambique,Fuels,132.901
United Arab Emirates,Mauritania,Fuels,689.2760000000001
United Arab Emirates,Mauritius,Fuels,117.445
United Arab Emirates,Malawi,Fuels,70.403
United Arab Emirates,Malaysia,Fuels,2529.917
United Arab Emirates,Namibia,Fuels,161.74
United Arab Emirates,Niger,Fuels,94.294
United Arab Emirates,Nigeria,Fuels,282.19599999999997
United Arab Emirates,Netherlands,Fuels,0.73
United Arab Emirates,Nepal,Fuels,326.957
United Arab Emirates,New Zealand,Fuels,587.914
United Arab Emirates,Oman,Fuels,21015.963
United Arab Emirates,Pakistan,Fuels,10884.341999999999
United Arab Emirates,Philippines,Fuels,784.1410000000001
United Arab Emirates,Papua New Guinea,Fuels,75.882
United Arab Emirates,Portugal,Fuels,53.595
United Arab Emirates,Qatar,Fuels,697.7539999999999
United Arab Emirates,Russian Federation,Fuels,232.23
United Arab Emirates,Rwanda,Fuels,14.812000000000001
United Arab Emirates,Saudi Arabia,Fuels,3529.009
United Arab Emirates,Fm Sudan,Fuels,12140.596000000001
United Arab Emirates,Senegal,Fuels,990.472
United Arab Emirates,Singapore,Fuels,1249.391
United Arab Emirates,Sierra Leone,Fuels,1477.025
United Arab Emirates,Somalia,Fuels,1267.589
United Arab Emirates,Seychelles,Fuels,22.223000000000003
United Arab Emirates,Syrian Arab Republic,Fuels,650.856
United Arab Emirates,Chad,Fuels,169.778
United Arab Emirates,Togo,Fuels,573.882
United Arab Emirates,Thailand,Fuels,546.71
United Arab Emirates,Tajikistan,Fuels,87.65899999999999
United Arab Emirates,Turkmenistan,Fuels,1001.727
United Arab Emirates,Tunisia,Fuels,152.42700000000002
United Arab Emirates,Turkey,Fuels,139.44899999999998
United Arab Emirates,Tanzania,Fuels,3306.937
United Arab Emirates,Uganda,Fuels,182.554
United Arab Emirates,Ukraine,Fuels,83.785
United Arab Emirates,Unspecified,Fuels,10450917.932
United Arab Emirates,United States,Fuels,61979.308
United Arab Emirates,Uzbekistan,Fuels,43.596000000000004
United Arab Emirates,Vietnam,Fuels,37.53
United Arab Emirates, World,Fuels,38825486.148
United Arab Emirates,Yemen,Fuels,36219.097
United Arab Emirates,South Africa,Fuels,432.598
United Arab Emirates,Zambia,Fuels,33.709
United Arab Emirates,Zimbabwe,Fuels,164.46
Argentina,Angola,Fuels,4411.751
Argentina,Netherlands Antilles,Fuels,40113.851
