Reporter Name,Partner Name,Product Group,2002
Aruba,Netherlands Antilles,Textiles and Clothing,203.771
Aruba,Argentina,Textiles and Clothing,0.653
Aruba,Antigua and Barbuda,Textiles and Clothing,0.542
Aruba,Australia,Textiles and Clothing,0.084
Aruba,Barbados,Textiles and Clothing,41.458
Aruba,Colombia,Textiles and Clothing,20.403
Aruba,Cuba,Textiles and Clothing,0.95
Aruba,Cayman Islands,Textiles and Clothing,10.324000000000002
Aruba,Germany,Textiles and Clothing,0.27899999999999997
Aruba,Denmark,Textiles and Clothing,8.547
Aruba,Dominican Republic,Textiles and Clothing,2.508
Aruba,Greece,Textiles and Clothing,0.8490000000000001
Aruba,Grenada,Textiles and Clothing,7.593
Aruba,Honduras,Textiles and Clothing,0.055999999999999994
Aruba,Haiti,Textiles and Clothing,6.369
Aruba,India,Textiles and Clothing,0.777
Aruba,Italy,Textiles and Clothing,16.609
Aruba,Jamaica,Textiles and Clothing,0.866
Aruba,St. Lucia,Textiles and Clothing,4.251
Aruba,Mexico,Textiles and Clothing,209.112
Aruba,Netherlands,Textiles and Clothing,27.464000000000002
Aruba,Panama,Textiles and Clothing,91.48099999999998
Aruba,Peru,Textiles and Clothing,0.503
Aruba,Russian Federation,Textiles and Clothing,0.15100000000000002
Aruba,Suriname,Textiles and Clothing,6.257000000000001
Aruba,Sweden,Textiles and Clothing,1.3130000000000002
Aruba,Trinidad and Tobago,Textiles and Clothing,8.056000000000001
Aruba,Unspecified,Textiles and Clothing,2.0440000000000005
Aruba,United States,Textiles and Clothing,214.943
Aruba,Venezuela,Textiles and Clothing,33.156
Aruba, World,Textiles and Clothing,921.369
Anguila,Netherlands Antilles,Textiles and Clothing,2.714
Anguila,Antigua and Barbuda,Textiles and Clothing,0.037000000000000005
Anguila,Guyana,Textiles and Clothing,0.22399999999999998
Anguila,Trinidad and Tobago,Textiles and Clothing,0.013999999999999999
Anguila,United States,Textiles and Clothing,9.756
Anguila, World,Textiles and Clothing,12.745999999999999
Albania,Austria,Textiles and Clothing,24.895
Albania,Belgium,Textiles and Clothing,15.046
Albania,Bulgaria,Textiles and Clothing,2.674
Albania,Canada,Textiles and Clothing,13.44
Albania,Switzerland,Textiles and Clothing,12.91
Albania,Czech Republic,Textiles and Clothing,4.39
