Reporter Name,Partner Name,Product Group,1999
Albania,Bulgaria,Food Products,1.304
Albania,Germany,Food Products,1.087
Albania,Greece,Food Products,6664.164000000002
Albania,Italy,Food Products,5485.1489999999985
Albania,"Macedonia, FYR",Food Products,906.546
Albania,"Serbia, FR(Serbia/Montenegro)",Food Products,857.2610000000002
Albania,Slovenia,Food Products,6.287000000000001
Albania,Turkey,Food Products,151.344
Albania,Unspecified,Food Products,0.529
Albania, World,Food Products,14073.670999999998
Andorra,Belgium,Food Products,201.18400000000003
Andorra,Switzerland,Food Products,1.911
Andorra,Spain,Food Products,3704.348
Andorra,France,Food Products,335.148
Andorra,Italy,Food Products,5.888
Andorra,Netherlands,Food Products,4.238
Andorra,Unspecified,Food Products,2.2359999999999998
Andorra, World,Food Products,4254.953
United Arab Emirates,Afghanistan,Food Products,2470.555
United Arab Emirates,Angola,Food Products,190.735
United Arab Emirates,Albania,Food Products,43.575
United Arab Emirates,Argentina,Food Products,210.213
United Arab Emirates,Armenia,Food Products,202.837
United Arab Emirates,Azerbaijan,Food Products,6821.2959999999985
United Arab Emirates,Burundi,Food Products,7.535
United Arab Emirates,Belgium,Food Products,228.43099999999998
United Arab Emirates,Benin,Food Products,31.500999999999998
United Arab Emirates,Bangladesh,Food Products,839.71
United Arab Emirates,Bulgaria,Food Products,2.6430000000000002
United Arab Emirates,Bahrain,Food Products,6124.861
United Arab Emirates,Brunei,Food Products,115.153
United Arab Emirates,Canada,Food Products,170.58499999999995
United Arab Emirates,Switzerland,Food Products,166.329
United Arab Emirates,China,Food Products,255.85299999999998
United Arab Emirates,Cote d'Ivoire,Food Products,384.615
United Arab Emirates,Cameroon,Food Products,230.12
United Arab Emirates,"Congo, Rep.",Food Products,193.553
United Arab Emirates,Comoros,Food Products,253.235
United Arab Emirates,Cyprus,Food Products,1504.6779999999999
United Arab Emirates,Czech Republic,Food Products,2.3040000000000003
United Arab Emirates,Germany,Food Products,56.26500000000001
United Arab Emirates,Djibouti,Food Products,1195.107
United Arab Emirates,Denmark,Food Products,73.218
United Arab Emirates,Algeria,Food Products,1417.925
United Arab Emirates,"Egypt, Arab Rep.",Food Products,866.582
United Arab Emirates,Eritrea,Food Products,96.128
United Arab Emirates,Spain,Food Products,152.66899999999998
United Arab Emirates,Ethiopia(excludes Eritrea),Food Products,2487.469
United Arab Emirates,Finland,Food Products,22.148000000000003
United Arab Emirates,France,Food Products,417.117
United Arab Emirates,Gabon,Food Products,147.871
United Arab Emirates,United Kingdom,Food Products,2577.161
United Arab Emirates,Georgia,Food Products,635.1260000000002
United Arab Emirates,Ghana,Food Products,939.998
United Arab Emirates,Guinea,Food Products,99.568
United Arab Emirates,"Gambia, The",Food Products,167.62599999999998
United Arab Emirates,Greece,Food Products,1389.854
United Arab Emirates,Guyana,Food Products,74.24000000000002
United Arab Emirates,"Hong Kong, China",Food Products,715.0529999999999
United Arab Emirates,Hungary,Food Products,37.929
United Arab Emirates,Indonesia,Food Products,0.7509999999999999
United Arab Emirates,India,Food Products,2813.8759999999997
United Arab Emirates,Ireland,Food Products,22.166999999999998
United Arab Emirates,"Iran, Islamic Rep.",Food Products,36566.661
United Arab Emirates,Iraq,Food Products,14831.308000000005
United Arab Emirates,Italy,Food Products,547.633
United Arab Emirates,Jordan,Food Products,1287.69
United Arab Emirates,Japan,Food Products,1122.6480000000001
United Arab Emirates,Kazakhstan,Food Products,282.58
United Arab Emirates,Kenya,Food Products,1348.654
United Arab Emirates,Kyrgyz Republic,Food Products,5.922000000000001
United Arab Emirates,"Korea, Rep.",Food Products,291.063
United Arab Emirates,Kuwait,Food Products,10256.682
United Arab Emirates,Lebanon,Food Products,259.043
United Arab Emirates,Liberia,Food Products,78.85
United Arab Emirates,Libya,Food Products,1908.022
United Arab Emirates,Sri Lanka,Food Products,2668.5029999999997
United Arab Emirates,Lithuania,Food Products,4.966
United Arab Emirates,Morocco,Food Products,43.239
United Arab Emirates,Moldova,Food Products,207.255
United Arab Emirates,Madagascar,Food Products,5.93
United Arab Emirates,Maldives,Food Products,3046.7670000000007
United Arab Emirates,Mexico,Food Products,197.37099999999998
United Arab Emirates,Mali,Food Products,57.79299999999999
United Arab Emirates,Malta,Food Products,111.963
United Arab Emirates,Myanmar,Food Products,38.486999999999995
United Arab Emirates,Mongolia,Food Products,89.889
United Arab Emirates,Mozambique,Food Products,728.4259999999998
United Arab Emirates,Mauritania,Food Products,277.29900000000004
United Arab Emirates,Malawi,Food Products,43.736
United Arab Emirates,Malaysia,Food Products,103.599
United Arab Emirates,Niger,Food Products,405.112
United Arab Emirates,Nigeria,Food Products,419.429
United Arab Emirates,Netherlands,Food Products,3416.166
United Arab Emirates,Norway,Food Products,2.327
United Arab Emirates,Nepal,Food Products,82.395
United Arab Emirates,New Zealand,Food Products,395.89599999999996
United Arab Emirates,Oman,Food Products,53438.392
United Arab Emirates,Pakistan,Food Products,5601.769
United Arab Emirates,Philippines,Food Products,45.641000000000005
United Arab Emirates,Poland,Food Products,176.50599999999997
United Arab Emirates,Qatar,Food Products,4920.318
United Arab Emirates,Romania,Food Products,34.234
United Arab Emirates,Russian Federation,Food Products,656.5889999999999
United Arab Emirates,Rwanda,Food Products,28.642000000000003
United Arab Emirates,Saudi Arabia,Food Products,7759.586999999999
United Arab Emirates,Fm Sudan,Food Products,1525.8639999999998
United Arab Emirates,Senegal,Food Products,41.854
United Arab Emirates,"Serbia, FR(Serbia/Montenegro)",Food Products,30.456999999999997
United Arab Emirates,Singapore,Food Products,1394.059
United Arab Emirates,Sierra Leone,Food Products,21.132
United Arab Emirates,Somalia,Food Products,9390.456
United Arab Emirates,Suriname,Food Products,153.88299999999998
United Arab Emirates,Sweden,Food Products,48.053
United Arab Emirates,Seychelles,Food Products,261.467
United Arab Emirates,Chad,Food Products,8.25
United Arab Emirates,Togo,Food Products,47.268
United Arab Emirates,Thailand,Food Products,141.386
United Arab Emirates,Tajikistan,Food Products,510.345
United Arab Emirates,Turkmenistan,Food Products,10270.49
United Arab Emirates,Tunisia,Food Products,104.936
United Arab Emirates,Turkey,Food Products,2309.167
United Arab Emirates,Tanzania,Food Products,1743.428
United Arab Emirates,Uganda,Food Products,123.464
United Arab Emirates,Unspecified,Food Products,42325.279999999984
United Arab Emirates,United States,Food Products,104792.235
United Arab Emirates,Uzbekistan,Food Products,862.4830000000003
United Arab Emirates,Venezuela,Food Products,1.0270000000000001
United Arab Emirates,Vietnam,Food Products,5.067
United Arab Emirates, World,Food Products,382982.869
United Arab Emirates,Yemen,Food Products,12636.021999999999
United Arab Emirates,South Africa,Food Products,2954.9559999999997
United Arab Emirates,Zambia,Food Products,10.434000000000001
United Arab Emirates,Zimbabwe,Food Products,7.022
Argentina,Angola,Food Products,1392.192
Argentina,United Arab Emirates,Food Products,18773.830000000005
Argentina,Antigua and Barbuda,Food Products,36.3
Argentina,Australia,Food Products,3224.2319999999995
Argentina,Austria,Food Products,534.573
Argentina,Belgium,Food Products,127462.495
Argentina,Burkina Faso,Food Products,14.5
Argentina,Bulgaria,Food Products,994.788
Argentina,Bahrain,Food Products,195.31900000000002
Argentina,"Bahamas, The",Food Products,75.383
Argentina,Bosnia and Herzegovina,Food Products,90.201
Argentina,Belize,Food Products,31.5
Argentina,Bolivia,Food Products,31236.948000000004
Argentina,Brazil,Food Products,185885.578
Argentina,Barbados,Food Products,552.0219999999999
Argentina,Canada,Food Products,21596.050000000007
Argentina,Switzerland,Food Products,3360.4109999999996
Argentina,Chile,Food Products,131259.396
Argentina,China,Food Products,36402.580999999984
Argentina,Cote d'Ivoire,Food Products,749.3610000000001
Argentina,Cameroon,Food Products,198.65900000000002
Argentina,"Congo, Rep.",Food Products,925.289
Argentina,Colombia,Food Products,5482.307999999999
Argentina,Cape Verde,Food Products,45.377
Argentina,Costa Rica,Food Products,1372.818
Argentina,Cuba,Food Products,32539.464
Argentina,Cyprus,Food Products,7642.66
Argentina,Czech Republic,Food Products,887.6360000000001
Argentina,Germany,Food Products,92378.74
Argentina,Djibouti,Food Products,62.61
Argentina,Dominica,Food Products,18.757
Argentina,Denmark,Food Products,165333.066
Argentina,Dominican Republic,Food Products,2593.2070000000003
Argentina,Algeria,Food Products,7819.4580000000005
Argentina,Ecuador,Food Products,3750.928
Argentina,"Egypt, Arab Rep.",Food Products,122942.945
Argentina,Spain,Food Products,258071.745
Argentina,Estonia,Food Products,264.192
Argentina,Finland,Food Products,1587.6989999999998
Argentina,France,Food Products,95086.19099999998
Argentina,Gabon,Food Products,174.301
Argentina,United Kingdom,Food Products,98629.185
Argentina,Georgia,Food Products,521.447
Argentina,Ghana,Food Products,1307.8780000000004
Argentina,Guinea,Food Products,84.225
Argentina,"Gambia, The",Food Products,105.169
Argentina,Greece,Food Products,31435.559
Argentina,Grenada,Food Products,189.49
Argentina,Guatemala,Food Products,2900.093
Argentina,"Hong Kong, China",Food Products,13140.764
Argentina,Honduras,Food Products,733.09
Argentina,Haiti,Food Products,2475.81
Argentina,Hungary,Food Products,2715.5959999999995
Argentina,Indonesia,Food Products,25384.134
Argentina,India,Food Products,301.122
Argentina,Ireland,Food Products,22054.941000000003
Argentina,"Iran, Islamic Rep.",Food Products,12414.618999999999
Argentina,Iraq,Food Products,1790.3829999999998
Argentina,Iceland,Food Products,35.294000000000004
Argentina,Israel,Food Products,6236.581
Argentina,Italy,Food Products,281446.28300000005
Argentina,Jamaica,Food Products,1858.188
Argentina,Jordan,Food Products,25817.217
Argentina,Japan,Food Products,70255.08600000001
Argentina,Kenya,Food Products,14.966
Argentina,"Korea, Rep.",Food Products,16775.911
Argentina,Kuwait,Food Products,5391.857
Argentina,Lebanon,Food Products,14659.937
Argentina,Liberia,Food Products,43.341
Argentina,Libya,Food Products,552.0
Argentina,St. Lucia,Food Products,135.36
Argentina,Sri Lanka,Food Products,151.8
Argentina,Lithuania,Food Products,456.175
Argentina,Luxembourg,Food Products,75.082
Argentina,Latvia,Food Products,29.909000000000002
Argentina,Morocco,Food Products,2446.444
Argentina,Madagascar,Food Products,13.353
Argentina,Mexico,Food Products,18161.01
Argentina,"Macedonia, FYR",Food Products,414.0
Argentina,Mali,Food Products,78.249
Argentina,Malta,Food Products,607.771
Argentina,Mozambique,Food Products,173.99900000000002
Argentina,Mauritius,Food Products,3788.1620000000003
Argentina,Malaysia,Food Products,65834.69099999999
Argentina,Nigeria,Food Products,2313.134
Argentina,Nicaragua,Food Products,736.434
Argentina,Netherlands,Food Products,328838.37200000003
Argentina,Norway,Food Products,895.0010000000001
Argentina,New Zealand,Food Products,1293.4
Argentina,Oman,Food Products,7253.4580000000005
Argentina,Pakistan,Food Products,76.259
Argentina,Panama,Food Products,2198.411
Argentina,Peru,Food Products,19827.962
Argentina,Philippines,Food Products,1527.8970000000004
Argentina,Poland,Food Products,1848.1870000000001
Argentina,Portugal,Food Products,66717.0
Argentina,Paraguay,Food Products,106165.216
Argentina,Romania,Food Products,13855.958
Argentina,Russian Federation,Food Products,13027.055
Argentina,Saudi Arabia,Food Products,241.12099999999998
Argentina,Senegal,Food Products,43.869
Argentina,Singapore,Food Products,499.293
Argentina,El Salvador,Food Products,940.787
Argentina,Suriname,Food Products,177.331
Argentina,Slovak Republic,Food Products,228.22099999999998
Argentina,Slovenia,Food Products,317.225
Argentina,Sweden,Food Products,3083.269
Argentina,Syrian Arab Republic,Food Products,24984.797
Argentina,Chad,Food Products,95.139
Argentina,Togo,Food Products,97.649
Argentina,Thailand,Food Products,75555.12199999999
Argentina,Trinidad and Tobago,Food Products,511.316
Argentina,Tunisia,Food Products,25973.404
Argentina,Turkey,Food Products,11449.639
Argentina,Ukraine,Food Products,3748.337
Argentina,Unspecified,Food Products,164.18600000000004
Argentina,Uruguay,Food Products,109686.291
Argentina,United States,Food Products,321996.04
Argentina,St. Vincent and the Grenadines,Food Products,120.615
Argentina,Venezuela,Food Products,5648.618
Argentina,Vietnam,Food Products,28532.005
Argentina, World,Food Products,3343324.7519999994
Argentina,Yemen,Food Products,4021.106
Argentina,South Africa,Food Products,60405.594000000005
Argentina,Zambia,Food Products,48.398999999999994
Armenia,United Arab Emirates,Food Products,6.0
Armenia,Australia,Food Products,23.899
Armenia,Belgium,Food Products,1.199
Armenia,Bulgaria,Food Products,24.131999999999998
Armenia,Belarus,Food Products,165.601
Armenia,Brazil,Food Products,0.961
Armenia,Canada,Food Products,10.66
Armenia,Switzerland,Food Products,26.594
Armenia,China,Food Products,1.493
Armenia,Estonia,Food Products,112.439
Armenia,France,Food Products,38.375
Armenia,United Kingdom,Food Products,64.40899999999999
Armenia,Georgia,Food Products,887.0709999999998
Armenia,Hungary,Food Products,0.574
Armenia,Israel,Food Products,14.399000000000001
Armenia,Japan,Food Products,59.24
Armenia,Kazakhstan,Food Products,30.868000000000002
Armenia,"Korea, Rep.",Food Products,9.894
Armenia,Lebanon,Food Products,26.604
Armenia,Lithuania,Food Products,18.442
Armenia,Latvia,Food Products,300.514
Armenia,Russian Federation,Food Products,11847.765
Armenia,Turkmenistan,Food Products,429.36400000000003
Armenia,Ukraine,Food Products,563.331
Armenia,Unspecified,Food Products,7.007999999999999
Armenia,United States,Food Products,1244.827
Armenia,Uzbekistan,Food Products,1.5959999999999999
Armenia, World,Food Products,15917.258999999998
Antigua and Barbuda,Anguila,Food Products,50.202
Antigua and Barbuda,Netherlands Antilles,Food Products,14.045
Antigua and Barbuda,Barbados,Food Products,5.252999999999999
Antigua and Barbuda,Canada,Food Products,2.097
Antigua and Barbuda,Cuba,Food Products,0.555
Antigua and Barbuda,Dominica,Food Products,11.463
Antigua and Barbuda,France,Food Products,0.8590000000000001
Antigua and Barbuda,United Kingdom,Food Products,5.126
Antigua and Barbuda,Grenada,Food Products,17.569000000000003
Antigua and Barbuda,St. Kitts and Nevis,Food Products,172.59
Antigua and Barbuda,St. Lucia,Food Products,74.998
Antigua and Barbuda,Montserrat,Food Products,54.216
Antigua and Barbuda,Singapore,Food Products,2.295
Antigua and Barbuda,Trinidad and Tobago,Food Products,0.995
Antigua and Barbuda,Unspecified,Food Products,9.391
Antigua and Barbuda,United States,Food Products,124.93799999999999
Antigua and Barbuda,St. Vincent and the Grenadines,Food Products,10.232000000000001
Antigua and Barbuda,British Virgin Islands,Food Products,11.449000000000002
Antigua and Barbuda, World,Food Products,568.273
Australia,Afghanistan,Food Products,24.323
Australia,Anguila,Food Products,86.743
Australia,Albania,Food Products,176.43800000000005
Australia,Netherlands Antilles,Food Products,384.535
Australia,United Arab Emirates,Food Products,14265.721000000001
Australia,Argentina,Food Products,303.947
Australia,Armenia,Food Products,2.468
Australia,Fr. So. Ant. Tr,Food Products,0.677
Australia,Austria,Food Products,1166.465
Australia,Azerbaijan,Food Products,11.732999999999999
Australia,Belgium,Food Products,9283.511
Australia,Bangladesh,Food Products,1773.5510000000002
Australia,Bulgaria,Food Products,0.598
Australia,Bahrain,Food Products,2099.1479999999997
Australia,Bermuda,Food Products,140.865
Australia,Brazil,Food Products,834.439
Australia,Barbados,Food Products,142.187
Australia,Brunei,Food Products,1933.116
Australia,Canada,Food Products,58915.092
Australia,Cocos (Keeling) Islands,Food Products,459.327
Australia,Switzerland,Food Products,12801.213
Australia,Chile,Food Products,84.387
Australia,China,Food Products,14604.151000000002
Australia,Cook Islands,Food Products,692.2660000000002
Australia,Colombia,Food Products,41.476000000000006
Australia,Christmas Island,Food Products,621.225
Australia,Cayman Islands,Food Products,25.406999999999996
Australia,Cyprus,Food Products,50.502
Australia,Czech Republic,Food Products,127.019
Australia,Germany,Food Products,36723.208
Australia,Denmark,Food Products,7811.649
Australia,Dominican Republic,Food Products,38.952
Australia,"Egypt, Arab Rep.",Food Products,2645.96
Australia,Western Sahara,Food Products,14.562999999999999
Australia,Spain,Food Products,539.832
Australia,Ethiopia(excludes Eritrea),Food Products,76.329
Australia,Finland,Food Products,3437.739
Australia,Fiji,Food Products,12437.391000000001
Australia,France,Food Products,5642.835
Australia,"Micronesia, Fed. Sts.",Food Products,2499.0170000000003
Australia,United Kingdom,Food Products,388368.5949999999
Australia,Georgia,Food Products,29.138
Australia,Ghana,Food Products,44.913999999999994
Australia,Guinea,Food Products,100.62
Australia,Greece,Food Products,240.35300000000004
Australia,Guatemala,Food Products,4.999
Australia,"Hong Kong, China",Food Products,74814.47899999999
Australia,Honduras,Food Products,22.865
Australia,Croatia,Food Products,38.766999999999996
Australia,Hungary,Food Products,29.163
Australia,Indonesia,Food Products,17793.172000000002
Australia,India,Food Products,1319.27
Australia,Ireland,Food Products,21066.386000000002
Australia,"Iran, Islamic Rep.",Food Products,3805.1209999999996
Australia,Iceland,Food Products,470.793
Australia,Israel,Food Products,795.8919999999999
Australia,Italy,Food Products,2176.0980000000004
Australia,Jamaica,Food Products,146.691
Australia,Jordan,Food Products,291.124
Australia,Japan,Food Products,339762.297
Australia,Kenya,Food Products,201.37599999999998
Australia,Cambodia,Food Products,364.975
Australia,Kiribati,Food Products,5051.126
Australia,"Korea, Rep.",Food Products,25395.517999999996
Australia,Kuwait,Food Products,2717.066
Australia,Lebanon,Food Products,391.271
Australia,Libya,Food Products,523.614
Australia,Sri Lanka,Food Products,5840.148
Australia,Latvia,Food Products,96.835
Australia,Macao,Food Products,173.43200000000002
Australia,Morocco,Food Products,94.70100000000001
Australia,Moldova,Food Products,15.296
Australia,Maldives,Food Products,771.1519999999998
Australia,Mexico,Food Products,647.439
Australia,Marshall Islands,Food Products,962.1560000000001
Australia,Mali,Food Products,22.943
Australia,Malta,Food Products,385.023
Australia,Myanmar,Food Products,100.603
Australia,Mongolia,Food Products,20.147000000000002
Australia,Northern Mariana Islands,Food Products,75.928
Australia,Mozambique,Food Products,0.655
Australia,Mauritius,Food Products,3454.88
Australia,Malaysia,Food Products,32744.958
Australia,New Caledonia,Food Products,12556.789
Australia,Norfolk Island,Food Products,1378.3580000000004
Australia,Nigeria,Food Products,291.441
Australia,Niue,Food Products,2.1420000000000003
Australia,Netherlands,Food Products,19529.128
Australia,Norway,Food Products,9156.845
Australia,Nepal,Food Products,167.305
Australia,Nauru,Food Products,1963.5720000000001
Australia,New Zealand,Food Products,300153.978
Australia,Oman,Food Products,1052.628
Australia,Pakistan,Food Products,722.863
Australia,Pitcairn,Food Products,4.156000000000001
Australia,Peru,Food Products,15.388000000000002
Australia,Philippines,Food Products,28496.077999999998
Australia,Palau,Food Products,27.207
Australia,Papua New Guinea,Food Products,26351.422
Australia,Poland,Food Products,147.326
Australia,Portugal,Food Products,187.752
Australia,Paraguay,Food Products,37.57
Australia,French Polynesia,Food Products,7556.875
Australia,Qatar,Food Products,713.2810000000001
Australia,Russian Federation,Food Products,207.826
Australia,Saudi Arabia,Food Products,7828.321999999999
Australia,Fm Sudan,Food Products,1794.5020000000004
Australia,Singapore,Food Products,68828.16500000001
