Reporter Name,Partner Name,Trade Flow,Product Group,Value
Afghanistan,Pakistan,Export,Textiles and Clothing,65373.41
Afghanistan,Russian Federation,Export,Textiles and Clothing,1300.971
Afghanistan,Pakistan,Export,Minerals,456.825
Afghanistan,Brazil,Export,Textiles and Clothing,305.216
Afghanistan,United Arab Emirates,Export,Textiles and Clothing,247.85
Afghanistan,Turkey,Export,Textiles and Clothing,160.83700000000005
Afghanistan,Iraq,Export,Animal,136.61
Afghanistan,India,Export,Textiles and Clothing,122.592
Afghanistan,Canada,Export,Textiles and Clothing,119.394
Afghanistan,Tajikistan,Export,Textiles and Clothing,109.395
Afghanistan,"Iran, Islamic Rep.",Export,Minerals,99.83
Afghanistan,Turkey,Export,Animal,95.0
Afghanistan,"Iran, Islamic Rep.",Export,Textiles and Clothing,81.477
Afghanistan,Kazakhstan,Export,Textiles and Clothing,25.938
Afghanistan,Turkmenistan,Export,Animal,24.0
Afghanistan,Pakistan,Import,Fuels,394490.34
Afghanistan,United States,Import,Mach and Elec,344881.88
Afghanistan,United Arab Emirates,Import,Mach and Elec,272288.57
Afghanistan,India,Import,Textiles and Clothing,252266.96099999995
Afghanistan,Pakistan,Import,Minerals,149435.392
Afghanistan,China,Import,Mach and Elec,112391.72699999998
Afghanistan,Pakistan,Import,Chemicals,89497.76800000003
Afghanistan,Turkey,Import,Mach and Elec,72496.36
Afghanistan,Pakistan,Import,Plastic or Rubber,70863.19900000001
Afghanistan,Russian Federation,Import,Fuels,66812.383
Afghanistan,"Korea, Rep.",Import,Food Products,66456.77699999999
Afghanistan,Germany,Import,Mach and Elec,64288.0
Afghanistan,Pakistan,Import,Mach and Elec,61557.777
Afghanistan,Pakistan,Import,Food Products,60655.098
Afghanistan,Russian Federation,Import,Wood,58700.609000000004
Albania,Italy,Export,Textiles and Clothing,235730.751
Albania,Italy,Export,Fuels,66984.715
Albania,China,Export,Minerals,51482.912
Albania,Greece,Export,Textiles and Clothing,36137.181
Albania,Italy,Export,Mach and Elec,30929.964
Albania,Italy,Export,Wood,24460.082000000002
Albania,Italy,Export,Food Products,23226.554
Albania,Germany,Export,Textiles and Clothing,20020.381
Albania,"Macedonia, FYR",Export,Minerals,14064.29
Albania,"Serbia, FR(Serbia/Montenegro)",Export,Fuels,11542.297
Albania,Switzerland,Export,Fuels,10227.318
Albania,Italy,Export,Animal,9159.65
Albania,Greece,Export,Fuels,7491.956
Albania,Spain,Export,Fuels,7393.861
Albania,Slovak Republic,Export,Fuels,7233.923000000002
Albania,Italy,Import,Mach and Elec,226279.661
Albania,Greece,Import,Fuels,216362.111
Albania,Italy,Import,Textiles and Clothing,195604.996
Albania,Nigeria,Import,Fuels,99365.425
Albania,Germany,Import,Mach and Elec,90789.0
Albania,Italy,Import,Food Products,78440.59199999999
Albania,Greece,Import,Food Products,74242.02600000001
Albania,China,Import,Mach and Elec,71492.84700000001
Albania,Slovak Republic,Import,Mach and Elec,70457.365
Albania,Italy,Import,Chemicals,68602.913
Albania,Greece,Import,Mach and Elec,49955.067
Albania,Greece,Import,Minerals,49503.624
Albania,Italy,Import,Wood,47428.09
Albania,Italy,Import,Plastic or Rubber,45949.799000000006
Albania,Nigeria,Import,Food Products,45436.51299999999
Algeria,United States,Export,Fuels,10359325.017
Algeria,Italy,Export,Fuels,5629911.107999999
Algeria,Spain,Export,Fuels,5273956.807
Algeria,France,Export,Fuels,4304013.786
Algeria,Netherlands,Export,Fuels,3254967.213
Algeria,Canada,Export,Fuels,2438111.543
Algeria,Turkey,Export,Fuels,1939238.808
Algeria,"Korea, Rep.",Export,Fuels,1459537.2980000004
Algeria,Brazil,Export,Fuels,1444823.556
Algeria,United Kingdom,Export,Fuels,1138533.364
Algeria,Belgium,Export,Fuels,1132927.05
Algeria,Portugal,Export,Fuels,944513.858
Algeria,China,Export,Fuels,865979.083
Algeria,India,Export,Fuels,482105.917
Algeria,"Egypt, Arab Rep.",Export,Fuels,464827.536
Algeria,France,Import,Mach and Elec,1838724.44
Algeria,Italy,Import,Mach and Elec,1782655.1690000002
Algeria,France,Import,Chemicals,1146247.333
Algeria,China,Import,Mach and Elec,1035085.151
Algeria,Germany,Import,Mach and Elec,571348.0
Algeria,China,Import,Textiles and Clothing,516157.666
Algeria,Spain,Import,Mach and Elec,493871.33200000005
Algeria,United States,Import,Mach and Elec,473163.786
Algeria,Belgium,Import,Mach and Elec,400957.201
Algeria,Nigeria,Import,Fuels,365587.652
Algeria,Brazil,Import,Food Products,351282.15300000005
Algeria,Turkey,Import,Mach and Elec,274046.57200000004
Algeria,Argentina,Import,Food Products,265819.414
Algeria,Italy,Import,Fuels,238755.652
Algeria,Turkey,Import,Textiles and Clothing,237700.982
American Samoa,Fiji,Import,Animal,15709.845
American Samoa,Thailand,Import,Food Products,12095.027
American Samoa,Colombia,Import,Food Products,10650.693
American Samoa,Japan,Import,Animal,8341.64
American Samoa,New Zealand,Import,Food Products,5186.608
American Samoa,Malaysia,Import,Mach and Elec,4868.833000000001
American Samoa,Fiji,Import,Wood,3185.215
American Samoa,New Zealand,Import,Animal,2795.671
American Samoa,New Zealand,Import,Mach and Elec,1944.852
American Samoa,New Zealand,Import,Wood,1624.1039999999994
American Samoa,Fiji,Import,Food Products,1595.559
American Samoa,New Zealand,Import,Minerals,1547.25
American Samoa,Australia,Import,Food Products,1527.2
American Samoa,Australia,Import,Animal,1397.652
American Samoa,Fiji,Import,Chemicals,1209.786
Andorra,Spain,Export,Mach and Elec,16171.858
Andorra,Spain,Export,Textiles and Clothing,11045.017
Andorra,Spain,Export,Food Products,9662.399
Andorra,Spain,Export,Wood,4061.9970000000003
Andorra,Norway,Export,Mach and Elec,3942.724
Andorra,Spain,Export,Chemicals,3458.985000000001
Andorra,France,Export,Textiles and Clothing,1744.681
Andorra,France,Export,Mach and Elec,1273.829
Andorra,France,Export,Wood,1070.407
Andorra,Spain,Export,Plastic or Rubber,1053.436
Andorra,France,Export,Chemicals,635.02
Andorra,Spain,Export,Animal,465.82500000000016
Andorra,Italy,Export,Textiles and Clothing,382.787
Andorra,Spain,Export,Minerals,372.75800000000004
Andorra,Netherlands,Export,Mach and Elec,372.289
Andorra,Spain,Import,Mach and Elec,171074.592
Andorra,Spain,Import,Chemicals,141401.91899999994
Andorra,Spain,Import,Food Products,134442.70500000002
Andorra,Nigeria,Import,Fuels,95741.165
Andorra,Spain,Import,Textiles and Clothing,88594.68299999998
Andorra,Spain,Import,Fuels,87001.36300000001
Andorra,Spain,Import,Animal,65337.321
Andorra,France,Import,Fuels,59770.152
Andorra,France,Import,Chemicals,46609.076
Andorra,France,Import,Textiles and Clothing,40129.265000000014
Andorra,Spain,Import,Wood,36798.548
Andorra,France,Import,Food Products,34260.755
Andorra,France,Import,Mach and Elec,33172.913
Andorra,Spain,Import,Plastic or Rubber,27395.151
Andorra,France,Import,Animal,17058.132999999998
Angola,China,Export,Fuels,15840455.342
Angola,United States,Export,Fuels,7683783.23
Angola,India,Export,Fuels,3659557.185
Angola,France,Export,Fuels,3030206.205
Angola,Canada,Export,Fuels,2324861.006
Angola,South Africa,Export,Fuels,1422018.171
Angola,Netherlands,Export,Fuels,1241502.767
Angola,Spain,Export,Fuels,719330.497
Angola,Unspecified,Export,Fuels,668650.522
Angola,Sweden,Export,Fuels,334813.101
Angola,Portugal,Export,Fuels,290249.235
Angola,United Kingdom,Export,Fuels,287007.21
Angola,Peru,Export,Fuels,208404.408
Angola,Brazil,Export,Fuels,192964.08
Angola,"Korea, Rep.",Export,Fuels,161667.396
Angola,Portugal,Import,Mach and Elec,929819.095
Angola,United States,Import,Mach and Elec,671830.4299999999
Angola,China,Import,Mach and Elec,667301.699
Angola,Portugal,Import,Food Products,426996.995
Angola,Italy,Import,Mach and Elec,379674.67799999996
Angola,India,Import,Fuels,293803.864
Angola,France,Import,Mach and Elec,293364.316
Angola,United Kingdom,Import,Mach and Elec,262977.31
Angola,Brazil,Import,Mach and Elec,236684.517
Angola,Brazil,Import,Animal,219102.726
Angola,Singapore,Import,Fuels,192065.906
Angola,Brazil,Import,Food Products,173915.349
Angola,Portugal,Import,Chemicals,171362.24999999994
Angola,Sweden,Import,Mach and Elec,157246.69400000002
Angola,Germany,Import,Mach and Elec,155434.0
Anguila,Angola,Export,Mach and Elec,0.0
Anguila,Mexico,Export,Mach and Elec,0.0
Anguila,Panama,Export,Wood,0.0
Anguila,Panama,Export,Plastic or Rubber,0.0
Anguila,Panama,Export,Food Products,0.0
Anguila,Netherlands,Export,Plastic or Rubber,0.0
Anguila,Netherlands,Export,Minerals,0.0
Anguila,Netherlands,Export,Mach and Elec,0.0
Anguila,Netherlands,Export,Food Products,0.0
Anguila,Netherlands,Export,Animal,0.0
Anguila,Montserrat,Export,Wood,0.0
Anguila,Montserrat,Export,Plastic or Rubber,0.0
Anguila,Montserrat,Export,Mach and Elec,0.0
Anguila,Montserrat,Export,Chemicals,0.0
Anguila,Mexico,Export,Wood,0.0
Anguila,United States,Import,Mach and Elec,8851.402
Anguila,Antigua and Barbuda,Import,Fuels,4660.864000000001
Anguila,United States,Import,Plastic or Rubber,4145.944
Anguila,United States,Import,Wood,3205.78
Anguila,Trinidad and Tobago,Import,Fuels,2961.012
Anguila,United States,Import,Chemicals,2765.291
Anguila,United States,Import,Food Products,2074.5450000000005
Anguila,Trinidad and Tobago,Import,Minerals,912.894
