Reporter Name,Partner Name,Trade Flow,Product Group,Value
Afghanistan,Pakistan,Export,77635.021
Afghanistan,Pakistan,Export,19716.077
Afghanistan,Germany,Export,4197.856
Afghanistan,Pakistan,Export,3325.395
Afghanistan,Turkey,Export,2586.481
Afghanistan,Italy,Export,2262.126
Afghanistan,"Iran, Islamic Rep.",Export,1877.443
Afghanistan,United Arab Emirates,Export,1519.619
Afghanistan,United States,Export,1249.658
Afghanistan,Turkey,Export,851.7689999999999
Afghanistan,Pakistan,Export,677.62
Afghanistan,China,Export,518.1709999999998
Afghanistan,Germany,Export,268.437
Afghanistan,Canada,Export,260.54
Afghanistan,Turkmenistan,Export,238.395
Afghanistan,Afghanistan,Import,641340.6039999999
Afghanistan,Afghanistan,Import,478139.8289999998
Afghanistan,Afghanistan,Import,441478.2539999999
Afghanistan,Afghanistan,Import,312117.10900000005
Afghanistan,Afghanistan,Import,307892.6389999999
Afghanistan,Afghanistan,Import,304726.91500000004
Afghanistan,Afghanistan,Import,187737.576
Afghanistan,Afghanistan,Import,160860.94
Afghanistan,Afghanistan,Import,159288.77500000002
Afghanistan,Afghanistan,Import,155573.265
Afghanistan,Afghanistan,Import,141652.07199999993
Afghanistan,Afghanistan,Import,132909.159
Afghanistan,Afghanistan,Import,129475.777
Afghanistan,Afghanistan,Import,129297.81100000002
Afghanistan,Afghanistan,Import,114713.201
Albania,Italy,Export,270428.313
Albania,Italy,Export,85044.183
Albania,China,Export,50172.21400000001
Albania,Italy,Export,50012.404
Albania,"Serbia, FR(Serbia/Montenegro)",Export,46815.539
Albania,"Serbia, FR(Serbia/Montenegro)",Export,30522.855
Albania,Germany,Export,30416.248
Albania,Italy,Export,26800.379
Albania,Italy,Export,24847.571
Albania,Greece,Export,17498.814
Albania,"Macedonia, FYR",Export,14884.768
Albania,Italy,Export,13159.127
Albania,Austria,Export,11822.04
Albania,Malta,Export,11522.301
Albania,Switzerland,Export,9886.506
Albania,Albania,Import,605220.6739999996
Albania,Albania,Import,517945.929
Albania,Albania,Import,438737.309
Albania,Albania,Import,357844.18399999983
Albania,Albania,Import,339851.38700000005
Albania,Albania,Import,303690.5040000002
Albania,Albania,Import,238489.444
Albania,Albania,Import,200943.92499999987
Albania,Albania,Import,174223.43499999994
Albania,Albania,Import,165598.68099999998
Albania,Albania,Import,148891.54599999994
Albania,Albania,Import,92348.09599999999
Albania,Albania,Import,82937.39
Albania,Albania,Import,68234.784
Albania,Albania,Import,60422.303
Algeria,Spain,Export,5875847.713
Algeria,Italy,Export,5173455.4
Algeria,France,Export,4239673.072
Algeria,United Kingdom,Export,2366996.393
Algeria,United States,Export,2151805.63
Algeria,Netherlands,Export,1925843.303
Algeria,Turkey,Export,1748725.3469999996
Algeria,Brazil,Export,1450241.105
Algeria,Belgium,Export,981758.219
Algeria,Portugal,Export,879133.985
Algeria,Tunisia,Export,806608.743
Algeria,"Korea, Rep.",Export,780345.595
Algeria,Canada,Export,629643.611
Algeria,Morocco,Export,607612.478
Algeria,Japan,Export,595541.06
Algeria,Algeria,Import,11858214.143
Algeria,Algeria,Import,3687021.836999998
Algeria,Algeria,Import,2674310.867
Algeria,Algeria,Import,2341880.258
Algeria,Algeria,Import,2314890.930000001
Algeria,Algeria,Import,1931474.739999999
Algeria,Algeria,Import,1807853.1600000013
Algeria,Algeria,Import,1759508.899
Algeria,Algeria,Import,1482050.638
Algeria,Algeria,Import,1366755.9880000001
Algeria,Algeria,Import,1326632.0940000005
Algeria,Algeria,Import,1195014.94
Algeria,Algeria,Import,1188704.387
Algeria,Algeria,Import,1182269.055
Algeria,Algeria,Import,785999.2629999998
American Samoa,American Samoa,Import,49371.588
American Samoa,American Samoa,Import,38561.874
American Samoa,American Samoa,Import,23702.564
American Samoa,American Samoa,Import,14405.204999999998
American Samoa,American Samoa,Import,9580.077
American Samoa,American Samoa,Import,9303.505
American Samoa,American Samoa,Import,8417.14
American Samoa,American Samoa,Import,5321.2159999999985
American Samoa,American Samoa,Import,5137.827
American Samoa,American Samoa,Import,4697.086000000001
American Samoa,American Samoa,Import,4211.26
American Samoa,American Samoa,Import,4076.033
American Samoa,American Samoa,Import,3638.484
American Samoa,American Samoa,Import,3155.792
American Samoa,American Samoa,Import,3125.525
Andorra,Aruba,Export,0.0
Andorra,Netherlands,Export,0.0
Andorra,Netherlands,Export,0.0
Andorra,Netherlands,Export,0.0
Andorra,Netherlands,Export,0.0
Andorra,Netherlands,Export,0.0
Andorra,Nicaragua,Export,0.0
Andorra,Nigeria,Export,0.0
Andorra,Nigeria,Export,0.0
Andorra,New Caledonia,Export,0.0
Andorra,New Caledonia,Export,0.0
Andorra,New Caledonia,Export,0.0
Andorra,Namibia,Export,0.0
Andorra,Malaysia,Export,0.0
Andorra,Malaysia,Export,0.0
Andorra,Andorra,Import,193141.144
Andorra,Andorra,Import,165639.10499999998
Andorra,Andorra,Import,160118.18799999994
Andorra,Andorra,Import,123334.83300000001
Andorra,Andorra,Import,121053.67199999998
Andorra,Andorra,Import,118927.722
Andorra,Andorra,Import,115614.212
Andorra,Andorra,Import,113720.96700000002
Andorra,Andorra,Import,70957.95
Andorra,Andorra,Import,69203.47099999999
Andorra,Andorra,Import,67756.90599999999
Andorra,Andorra,Import,63891.208
Andorra,Andorra,Import,55283.55
Andorra,Andorra,Import,43222.595
Andorra,Andorra,Import,36067.597
Angola,China,Export,14270437.389
Angola,India,Export,2666860.351
Angola,Spain,Export,2210922.225
Angola,France,Export,1567626.8590000004
Angola,South Africa,Export,1349511.669
Angola,United States,Export,1210177.221
Angola,Portugal,Export,1189395.875
Angola,Italy,Export,1102826.034
Angola,Netherlands,Export,1094023.709
Angola,Canada,Export,1034606.413
Angola,United Kingdom,Export,923049.831
Angola,Indonesia,Export,566502.836
Angola,Panama,Export,387758.203
Angola,Singapore,Export,210550.15
Angola,Japan,Export,144885.27300000002
Angola,Angola,Import,3961950.9510000004
Angola,Angola,Import,1024468.772
Angola,Angola,Import,917150.704
Angola,Angola,Import,755231.1409999998
Angola,Angola,Import,737986.5320000005
Angola,Angola,Import,681097.2679999998
Angola,Angola,Import,633578.7110000001
Angola,Angola,Import,611308.3510000008
Angola,Angola,Import,579541.213
Angola,Angola,Import,545016.029
Angola,Angola,Import,394927.168
Angola,Angola,Import,352352.2740000001
Angola,Angola,Import,317406.6260000001
