Reporter Name,Trade Flow,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Total
Comoros,Import,0.0,0.0,0.0,0.0,0.0,0.0,124757.166,113236.758,110032.406,93858.431,159674.997,72386.942,69972.692,73567.92,91043.868,128797.288,168243.851,199898.393,239041.724,238013.728,282820.149,360876.111,367195.271,250774.44,230095.223,0.0,0.0,3374287.358
Comoros,Export,0.0,0.0,0.0,0.0,0.0,0.0,22048.712,12281.39,11256.62,7872.623,9304.556,14043.659,15334.853,18680.555,12904.384,15750.411,7416.854,5174.962,17059.832,8565.283,21061.154,28801.982,44786.475,24807.233,20135.867,0.0,0.0,317287.405
Congo Dem. Rep.,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo Dem. Rep.,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo Rep.,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo Rep.,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cook Islands,Import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92845.252,94289.927,141638.897,150979.067,161740.721,0.0,205741.173,0.0,162708.392,181014.415,218331.229,0.0,0.0,0.0,0.0,1409289.073
Cook Islands,Export,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13186.796,10196.965,17219.673,14146.679,10346.337,0.0,0.0,0.0,5449.82,10318.393,6195.097,0.0,0.0,0.0,0.0,87059.76
Costa Rica,Import,0.0,0.0,0.0,0.0,0.0,5926374.04,6300309.444,7021652.687,8857371.662,12272657.437,11746460.746,11837143.604,12297143.23,13525330.511,14550814.869,15750060.613,18038026.257,21661607.535,25042911.45,30070924.778,22803732.212,27542922.656,36060670.591,36250694.778,35726169.075,0.0,30379563.123,403662541.298
Costa Rica,Export,0.0,0.0,0.0,0.0,0.0,4424890.722,5376914.724,5511877.87,7710941.724,10195023.819,12463174.068,10895996.632,9372347.122,9806061.417,11414397.569,11701263.568,13707977.53,13846568.394,17058404.288,18886642.747,17199769.316,17525732.039,19730955.046,21709151.098,22165901.504,0.0,19007855.295,279711846.492
Cote d'Ivoire,Import,0.0,0.0,0.0,0.0,0.0,0.0,4868669.326,5167305.738,5435874.796,5926251.749,5727365.581,4922243.456,5026624.932,5129486.673,6482266.697,9340449.383,11595088.03,11533959.762,13210245.591,15589949.932,13745097.304,15491293.169,13272293.488,19315065.774,23300967.058,21436731.676,18835531.153,235352761.268
Cote d'Ivoire,Export,0.0,0.0,0.0,0.0,0.0,0.0,7364341.527,8431357.015,8223061.165,8674317.206,8462448.965,7126042.669,7191193.245,9779112.726,10509151.782,13028056.072,14326623.291,16032313.033,15885264.812,19305739.684,20401901.022,20444310.628,21971573.567,21612874.862,23964162.449,25720450.767,23560441.16,312014737.647
Croatia,Import,0.0,0.0,0.0,8599075.024,9012283.38,10079880.539,14787206.135,15285221.714,18041869.418,16534823.759,15288065.615,15552329.074,18057691.961,21102534.801,27965038.145,32607502.76,36471201.736,42209622.02,50663888.724,60292609.786,41620965.787,39330568.234,44518713.645,40874600.28,43226885.782,45055589.485,40390923.827,707569091.631
Croatia,Export,0.0,0.0,0.0,9019352.691,7720612.121,8425644.307,9133170.662,8943049.571,8551426.437,8935785.782,8438811.804,8671786.095,9109134.559,9552438.134,12087695.754,15654809.151,17021412.556,20055526.129,23722556.138,27064429.353,20011448.968,22767635.787,25829685.183,23738309.916,24476344.123,26442383.977,24547900.112,379921349.31
Cuba,Import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8626525.347,9514707.24,10364405.256,8254271.188,9208012.933,11113919.141,16049823.554,20146240.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93277905.128
Cuba,Export,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2917648.33,3254449.264,3304349.838,2792014.304,3321941.027,4641079.551,4614112.096,5936496.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30782091.37
Cyprus,Import,4425581.868,4980115.686,5075500.27,6427683.608,4955071.361,5854827.721,7193658.184,7763011.304,7262063.705,7195273.526,7006990.272,7537975.505,7723869.015,8033747.215,8792751.099,11289457.279,12561225.662,13851698.743,17233710.308,21425938.813,15673805.085,17067933.58,17359968.789,14630431.798,12724766.548,13537771.682,11228311.407,278813140.033
Cyprus,Export,1548313.578,1848967.437,1833272.841,1925259.622,1698330.507,1886692.502,2417022.757,2714514.891,2390658.821,2032373.288,1936960.502,1918048.024,1953351.845,1567894.657,1722026.226,2227009.284,2812147.35,2527818.358,2686549.481,3009972.37,2441767.466,2731309.638,3467151.386,3212641.707,3809454.54,3412205.511,3498523.248,65230237.837
Czech Republic,Import,0.0,0.0,0.0,0.0,25139455.524,29566016.997,50159374.283,54852623.87,53847523.612,60489915.696,57190735.795,64004218.766,72376475.618,95466635.905,101329439.44,131938578.86,151459034.069,184672955.187,231013521.115,280422486.507,207090860.555,247583605.826,296996173.622,274541475.597,279970118.252,301286370.119,276342163.405,3527739758.62
Czech Republic,Export,0.0,0.0,0.0,0.0,25374927.908,27784205.54,43004679.61,43351780.818,45116027.241,56246880.414,53389883.61,57720178.318,66426952.278,88082914.072,96978852.976,130910573.772,155596615.244,189322560.663,240387107.151,290655505.735,224458091.608,262769211.604,322765530.716,310781812.246,320906414.599,346185073.037,312263025.964,3710478805.12
Czechoslovakia,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czechoslovakia,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,Import,52501999.31,62405924.512,63424754.785,66485165.75,60318127.799,70074480.165,85537781.963,85451594.78,88167942.659,90465767.374,87766571.166,87829044.846,88351245.898,97738661.975,111101265.84,131564443.557,143618427.939,166463348.975,193113809.25,216786158.613,159067855.291,164215562.67,190816488.71,181534466.35,192774922.603,196330133.915,168284492.021,3302190438.72
Denmark,Export,55448484.125,68881113.295,70401918.981,78247644.273,73240030.74,82081296.365,96351823.12,96409807.294,96286957.193,94363459.05,96840627.335,97079208.222,100821299.824,109993741.664,127845057.179,147698803.093,162870263.373,179165846.981,201199001.197,229346521.748,182117200.399,189652773.605,222222397.502,208848785.526,217427719.504,218567763.298,186266519.913,3689676064.8
Djibouti,Import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280565.62,0.0,0.0,0.0,0.0,0.0,0.0,1280565.62
Djibouti,Export,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727415.209,0.0,0.0,0.0,0.0,0.0,0.0,727415.209
Dominica,Import,0.0,0.0,0.0,0.0,185844.246,191087.859,233358.108,258639.413,265084.026,0.0,264183.244,294323.79,260692.304,230191.88,252423.746,289242.037,329493.357,332902.13,390758.673,464143.383,443576.937,448189.646,0.0,420628.977,0.0,0.0,0.0,5554763.756
Dominica,Export,0.0,0.0,0.0,0.0,95987.768,90400.545,90361.628,102208.819,103721.711,0.0,108632.705,107092.283,86591.38,83691.199,78544.494,82535.193,83410.444,82836.692,73528.038,79851.452,66860.122,68089.805,0.0,73887.291,0.0,0.0,0.0,1558231.569
Dominican Republic,Import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10858014.024,10557257.23,8341716.877,9349894.046,13479582.157,16718976.086,21023747.161,24136634.103,23843553.208,29811539.636,35613381.935,34070980.73,34958817.419,35043013.532,34077489.901,341884598.045
Dominican Republic,Export,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1596894.992,10425587.438,10928078.904,11784881.597,12281842.921,11961070.05,13434430.821,12796888.186,8719833.933,9488479.147,12115014.357,14225463.247,15818963.861,19775273.052,16698566.92,182051269.426
East Timor,Import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226651.365,201820.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977354.607,0.0,0.0,1405826.258
East Timor,Export,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211086.214,86640.896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103712.233,0.0,0.0,401439.343
Ecuador,Import,0.0,0.0,4569180.703,4930197.449,5016878.081,7058057.661,8197644.063,7314150.556,8862373.065,10969918.95,5947211.124,6781596.143,10480458.64,12607777.1,12665588.873,15358764.458,18689728.674,23602896.92,26582138.206,36371600.482,29202759.111,39680430.27,47174736.687,49015832.027,52664466.56,53593873.226,41664230.046,539002489.075
Ecuador,Export,0.0,0.0,5337498.954,5667318.382,5704670.305,7353014.736,8402083.231,9421320.86,10204929.737,8272231.338,8639673.878,9290003.8,9029701.716,9744307.8,11821894.353,15030471.971,19721470.853,25424210.046,27391105.752,37541433.52,27622698.204,34860268.399,44057425.342,47529587.731,49719888.995,51213032.431,36362569.67,525362812.004
Egypt Arab Rep.,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt Arab Rep.,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,Import,0.0,0.0,0.0,0.0,0.0,4457987.92,5183869.947,5279287.87,5852734.164,6140618.041,6132572.295,9792084.692,9932122.618,10239853.213,11362186.038,12511421.536,13271862.469,15157765.621,17307507.682,19310254.735,14442821.972,16583876.206,19524333.52,20030467.172,20877055.855,20469919.465,20319419.327,284180022.358
El Salvador,Export,0.0,0.0,0.0,0.0,0.0,1642917.897,1968494.267,2045445.858,2701996.537,2511786.043,2326147.017,5880292.055,5724405.618,5978796.354,6248535.601,6603026.698,6859973.227,7447157.398,8014800.06,9263844.508,7709087.899,8961125.87,10548998.19,10633197.26,10914834.862,10482679.263,10925050.92,145392593.402
Equatorial Guinea,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,Import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852604.493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852604.493
Eritrea,Export,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13024.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13024.655
Estonia,Import,0.0,0.0,0.0,0.0,0.0,0.0,5060458.546,6374541.018,8768343.827,9501947.785,8162404.904,10005747.839,10322804.051,11614907.472,15718858.14,17855189.897,21722181.287,28936929.364,32966218.367,34381985.189,22361706.415,26201549.489,37634668.297,39836496.219,40030665.234,40044109.818,31265932.179,458767645.337
Estonia,Export,0.0,0.0,0.0,0.0,0.0,0.0,3678180.233,4139366.723,5835805.442,6467567.797,5994844.929,7606093.831,7949027.787,8624039.339,11190351.031,12984102.091,16426006.746,19975827.646,23313688.641,27214913.608,20827217.499,25478212.8,35885506.394,35830068.416,36160258.502,34595238.983,27536904.155,377713222.593
Ethiopia (excludes Eritrea),Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia (excludes Eritrea),Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia (includes Eritrea),Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia (includes Eritrea),Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
European Union,Import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1749628296.48,1686973067.6,1766708932.05,2032615408.17,2501976706.33,2915622841.25,3434371885.11,3891390421.37,4414382547.17,3395023657.54,3910211343.03,4733855361.63,4590737497.27,4368005039.24,4434406555.9,0.0,49825909560.2
European Union,Export,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1493983847.51,1515546178.84,1649816108.94,1882629247.28,2314500189.17,2576876377.91,2874614648.47,3366432025.34,3693529632.99,3059643802.44,3428740579.05,4286176171.81,4299373537.32,4436247189.77,4466769804.25,0.0,45344879341.1
Faeroe Islands,Import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736438.274,695805.336,750882.204,947313.844,1059452.674,993598.695,985512.937,1473077.713,1249139.354,1482917.793,1553370.643,2019283.623,1964283.262,1561339.001,0.0,0.0,0.0,0.0,0.0,0.0,17472415.353
Faeroe Islands,Export,0.0,0.0,0.0,0.0,0.0,0.0,0.0,844524.222,766936.176,860839.1,955760.812,953007.114,1042411.668,1083322.839,1196820.113,1239281.621,1203322.133,1261703.051,1490880.299,1701032.851,1511416.51,0.0,0.0,0.0,0.0,0.0,0.0,16111258.509
Falkland Island,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falkland Island,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,Import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1547700.799,2116169.589,2448998.37,3163068.102,3544983.431,3502729.38,4441643.827,2781848.019,3542981.189,4268655.845,4400287.122,5521976.205,6302724.861,3931647.219,51515413.958
Fiji,Export,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035892.115,994779.217,1077236.506,1391637.194,1347710.953,1476848.209,1829892.328,1239798.502,1567230.363,1889781.994,2183963.842,2183122.943,2481556.364,1706741.674,22406192.204
Finland,Import,48575592.331,53335703.278,43031729.903,41707207.64,35618292.07,46124291.851,58349603.569,61062686.71,61431005.264,64038249.197,62457064.014,66823614.103,65804720.823,66231271.154,82327352.745,100005971.57,115306001.761,136755990.951,160433149.08,180943820.349,120343441.106,136264095.31,166047454.607,150215793.941,153851937.485,152103074.57,119260396.219,2548449511.6
Finland,Export,45979401.697,52631652.144,45222890.765,47161736.211,46099266.267,58405290.503,79078596.222,79361569.227,80266057.567,85187194.584,82196184.831,89480310.187,87365981.253,87842787.199,103524773.064,120224065.446,128854168.626,152687801.336,177266362.047,191506439.866,123817884.351,137992053.882,155252748.782,143498308.791,146199286.241,146199153.66,117285912.779,2810587877.53
Fm Panama Cz,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fm Panama Cz,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fm Rhod Nyas,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fm Rhod Nyas,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fm Tanganyik,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fm Tanganyik,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fm Vietnam Dr,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fm Vietnam Dr,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fm Vietnam Rp,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fm Vietnam Rp,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fm Zanz-Pemb,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fm Zanz-Pemb,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fr. So. Ant. Tr,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fr. So. Ant. Tr,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,Import,0.0,0.0,0.0,0.0,0.0,451371771.826,540366527.291,543540327.033,527050299.915,565929663.705,566712039.772,597310780.44,578550663.93,598110696.95,713229841.663,853317210.554,934534801.803,1040082251.17,1200972379.52,1366559658.71,1062828712.13,1178881817.6,1404252139.03,1315321585.04,1324371856.1,1303065981.13,1113134328.09,19779495333.4
France,Export,0.0,0.0,0.0,0.0,0.0,459157334.16,558478887.506,557326931.719,556774393.489,591620431.107,584501682.548,581985282.473,569103888.475,600629141.001,705398508.932,815004807.716,854652849.043,943420932.902,1064430145.29,1172541560.72,914328595.463,1004209624.69,1150175125.84,1096788017.11,1117151654.55,1114258703.8,970581684.593,17982520183.1
Free Zones,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Free Zones,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
French Guiana,Import,0.0,0.0,0.0,0.0,0.0,1344420.364,1558444.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2902864.746
French Guiana,Export,0.0,0.0,0.0,0.0,0.0,297720.388,316335.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614055.506
French Polynesia,Import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001890.477,1838469.369,2186262.028,1824926.186,2108208.925,2100840.572,2509080.351,3094340.961,2918403.608,3343884.545,3043568.182,3141341.015,4408122.203,3386938.148,3404948.873,3213078.382,3227910.636,3406887.824,3445919.471,2960919.156,57565940.912
French Polynesia,Export,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486424.136,431855.898,488561.27,465287.377,436877.246,317332.466,281434.569,270986.672,330724.024,360985.629,312005.376,276595.146,326882.563,241807.688,259801.591,258474.148,238965.418,260893.951,290882.08,227703.091,6564480.339
Gabon,Import,0.0,0.0,0.0,0.0,1537315.646,1405727.089,0.0,1783038.181,1956791.155,2401677.985,1785927.921,1887260.826,1987206.721,1490385.73,1530732.417,1912059.184,2879365.727,3432513.474,4187432.156,5024787.648,4941228.648,0.0,0.0,0.0,0.0,0.0,0.0,40143450.508
Gabon,Export,0.0,0.0,0.0,0.0,5229095.429,4735947.598,0.0,6245171.559,5185385.583,5104562.088,4056621.109,5016117.834,4912199.636,4773260.12,616518.815,5505501.316,10037370.661,11982519.365,12549265.039,18951876.949,10490725.793,0.0,0.0,0.0,0.0,0.0,0.0,115392138.894
Gambia The,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gambia The,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gaza Strip,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gaza Strip,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,Import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1365480.979,1874670.691,1748274.893,1199215.807,1410021.809,1497369.373,1577198.485,2272741.656,3669495.713,4942044.739,7279059.188,10329216.599,11974329.977,8863912.607,10349048.527,13968778.85,15877282.424,15755948.603,16926920.844,15232689.225,148113700.989
Georgia,Export,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395210.635,475534.315,381972.821,464954.14,634770.663,630236.112,684377.709,918048.94,1287448.627,1716005.121,1854569.521,2451613.499,2979130.767,2247447.142,3318438.455,4339701.985,4703913.294,5760556.94,5683511.637,4364101.152,45291543.475
German Democratic Republic,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
German Democratic Republic,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Import,526685774.0,669065838.0,759966432.0,802124251.0,672890235.0,750283959.0,913191893.0,903595186.328,878169752.335,929032983.024,933187990.002,985879357.0,958232123.0,967603723.0,1187063818.0,1415410033.0,1536058342.0,1816326535.0,2091804691.0,2380051365.0,1854394335.0,2103625987.28,2488791317.25,2295848612.96,2347268658.74,2401350186.81,2089631529.73,37657534908.5
Germany,Export,669020715.0,779481882.0,786991436.0,842730195.0,745388080.0,837914319.0,1027730535.0,1028385765.31,1005633156.58,1071384970.56,1069895715.47,1082126770.0,1126931548.0,1213237918.0,1475347820.0,1796573687.0,1924461464.0,2210673373.0,2620861097.0,2891680637.0,2220871818.0,2500861367.67,2918703010.19,2772616781.55,2852862561.42,2942531883.72,2609374753.94,45024273260.4
Ghana,Import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4879591.883,6584779.489,5676780.948,5797163.859,5710970.795,6169457.883,5320920.983,6298754.45,7974412.571,9493224.407,10347631.594,14047504.861,17444616.506,12542018.145,15576411.236,24619323.908,26499922.007,24846749.237,0.0,0.0,209830234.762
Ghana,Export,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4905239.844,3250182.097,2304661.843,2504155.07,3309923.499,3412188.375,0.0,4636372.355,4886582.114,6102036.164,7208500.239,7038785.018,8028362.03,10118979.214,10434481.754,36243027.615,31490460.981,25127874.765,0.0,0.0,171001812.977
Gibraltar,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,Import,31269545.765,38488175.011,0.0,45349706.683,42109507.336,41611551.397,50493069.891,54717143.832,52016459.103,58102665.614,58884011.541,56182493.586,54549980.976,59689320.114,85587901.9,101224087.543,105484602.817,121351954.301,145273997.704,181013471.346,136779461.084,127609925.96,126253864.788,119365942.822,119391187.751,120391373.174,91444829.173,2224636231.21
Greece,Export,14824126.958,15788656.894,0.0,19367179.352,17226919.778,18530547.225,21645396.187,23094926.423,21536493.292,20999508.042,21319697.684,20850343.037,19971181.452,19911933.767,26369823.984,29430442.536,33706559.52,40660706.094,45148041.215,59983063.569,46620378.625,53086071.597,62910704.341,65673991.565,67608111.238,66512622.633,53593747.631,906371174.639
Greenland,Import,0.0,0.0,0.0,0.0,0.0,779834.498,837881.114,929022.31,744290.464,790691.146,832454.438,728986.094,687777.971,834912.243,1046131.973,1186037.201,1399025.179,1359283.754,1544712.543,1849958.584,1528421.678,1705833.971,1991965.504,1709401.438,1642687.351,1535323.929,1171416.248,26836049.631
Greenland,Export,0.0,0.0,0.0,0.0,0.0,613474.127,726398.385,737823.632,570416.146,510578.793,578376.178,542604.07,535476.128,610725.568,697111.03,729083.104,801368.405,816559.641,862257.865,980311.056,743120.273,781829.83,983020.172,953874.656,980123.395,1080992.486,789890.129,16625415.069
Grenada,Import,0.0,0.0,0.0,0.0,246572.589,236205.582,255578.03,300327.473,332475.474,397629.388,402056.545,474961.781,422388.921,395933.826,504477.879,498135.869,662164.64,594012.663,726387.498,723107.027,560347.881,0.0,0.0,0.0,0.0,0.0,0.0,7732763.066
Grenada,Export,0.0,0.0,0.0,0.0,44830.274,46687.065,43476.524,39546.567,51929.263,81185.273,72638.843,151278.48,117276.372,76521.204,75941.218,63000.947,55287.957,50692.547,66790.878,61040.537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1098123.949
Guadeloupe,Import,0.0,0.0,0.0,0.0,0.0,3058145.431,3781376.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6839521.646
Guadeloupe,Export,0.0,0.0,0.0,0.0,0.0,304511.609,316897.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621408.657
Guam,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,Import,0.0,0.0,0.0,0.0,5250651.794,5216446.072,6475844.986,6202503.286,7595186.87,9152692.789,8971846.23,9642197.005,11018109.874,12438095.436,13238138.708,15312748.255,20131615.494,18637623.179,26293923.059,28375574.755,22509684.25,26929808.106,32454558.013,33152659.03,34276868.581,35696266.59,34438457.713,423411500.075
Guatemala,Export,0.0,0.0,0.0,0.0,2675410.088,2998950.048,3815765.05,4055433.829,4680140.257,5108277.616,4873675.083,5362801.563,4723777.079,4014061.733,5207996.345,5825053.035,10706565.779,6319614.051,13682150.46,15399185.111,14283966.94,16751881.779,20136738.876,20125105.018,19892721.307,21393621.758,21144776.543,233177669.348
Guinea,Import,0.0,0.0,0.0,0.0,0.0,0.0,1589680.393,1275933.576,1219168.268,1057721.353,1092983.737,1212662.236,1189219.407,1312690.193,0.0,1893878.205,3279351.115,2119110.506,2553732.727,3646725.79,0.0,0.0,0.0,0.0,4739994.184,4973071.186,4239306.599,37395229.475
Guinea,Export,0.0,0.0,0.0,0.0,0.0,0.0,1400168.895,1411986.452,1366056.322,1112692.004,947087.162,1043280.068,1146431.455,1044103.712,0.0,1255227.232,1587700.716,1539636.289,2115832.161,2857691.667,0.0,0.0,0.0,0.0,3552459.394,3873607.131,3135407.53,29389368.19
Guinea-Bissau,Import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126140.812,113648.198,221553.401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461342.411
Guinea-Bissau,Export,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122733.586,108234.72,46433.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277402.037
Guyana,Import,0.0,0.0,408260.173,725861.829,0.0,0.0,0.0,0.0,1196274.0,1070338.0,954577.674,1141756.048,1168269.42,1123935.64,1110005.347,1266871.988,1549471.257,1776617.471,2047179.467,2679946.92,2336645.156,2880685.637,3188194.657,3946321.847,3693726.883,3524246.894,3613624.267,41402810.575
