Reporter Name,Trade Flow,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Total
Guyana,Export,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1065988.0,1001125.0,946549.643,1038647.569,959513.73,889130.45,942092.775,1081496.932,1070464.703,1129295.088,1557050.483,1652393.665,1572194.228,1796275.584,2082988.915,2866600.031,2743801.553,2336717.69,2561252.835,29293578.874
Haiti,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holy See,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holy See,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,Import,0.0,0.0,0.0,0.0,0.0,2628522.222,3416402.173,3652532.461,4267901.454,5032125.93,5303458.458,4940582.54,5355426.253,5692572.79,6221500.441,7298448.346,8746863.107,9706605.643,12909230.32,0.0,11735605.828,13620287.04,16889807.502,17129404.496,0.0,15776651.18,0.0,160323928.184
Honduras,Export,0.0,0.0,0.0,0.0,0.0,1211500.257,1289238.501,2614577.568,2873526.299,3054373.58,2321069.624,2145852.471,2647875.611,1921520.174,1971292.789,2375205.164,2558629.74,3726400.086,4724881.055,0.0,5101982.019,6100529.546,6931900.075,9282191.713,0.0,8970454.483,0.0,71823000.755
Hong Kong China,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hong Kong China,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Import,0.0,0.0,0.0,21474021.632,22565810.04,28881968.0,30057268.376,31721307.488,41993192.112,50697048.936,55168323.0,62985428.0,66269660.0,73753826.0,93192099.0,118322915.0,128769434.0,149996155.0,183233823.0,212066698.0,150047511.0,168750481.0,197602576.0,184570839.0,193889553.45,202755595.001,178200136.313,2646965669.35
Hungary,Export,0.0,0.0,0.0,19563388.488,16328749.928,21256624.0,24753549.312,25009902.088,37895301.264,45693907.08,49686361.0,55737130.0,60568757.0,68178421.0,85462806.0,110029921.0,123343278.0,146629101.0,187041204.0,213670381.0,163420777.0,187350473.0,219720492.0,203373150.0,212675755.877,221241933.306,197732203.126,2696363566.47
Iceland,Import,2773232.187,3286699.591,3437052.427,3321474.578,2666563.14,2908535.991,3457333.426,4032557.478,3988759.316,4901257.267,4575540.495,5112968.572,4516652.784,4498073.112,5593259.455,7358480.555,9858182.085,11879691.551,13255392.059,12252147.427,7155277.624,7777842.158,9628000.97,9477080.643,9963052.177,10649629.72,10476882.328,178801619.116
Iceland,Export,2778211.519,3154611.81,3118728.678,3026256.892,2766580.898,3229539.688,3568432.705,3756011.875,3670027.656,3845805.554,3999688.859,3779157.681,4011478.47,4433604.157,4742048.049,5755247.714,6161560.33,6882393.04,9512334.564,10681784.682,8072800.796,9155103.52,10656590.419,10066700.999,9953493.8,10066454.353,9394840.332,160239489.04
India,Import,42140458.836,45933356.218,37513462.508,47371234.161,45184066.879,55286941.515,70873304.541,75593412.433,80200423.827,81862530.964,95776957.107,102638552.818,98595983.367,111679814.053,139892629.589,191521914.865,272844072.438,339603314.942,415446812.091,598711172.666,503744609.055,665415450.454,880826876.099,935397744.562,894644875.753,880204119.86,750352452.037,8459256543.64
India,Export,32995392.018,34711892.31,34456849.919,39871886.898,42388824.88,50226266.537,60487886.332,63709379.342,66265982.945,63418552.853,70030743.91,80437697.484,83512898.626,95708854.316,112617650.804,145002951.415,192307422.385,232074901.218,278086674.381,345902863.295,336909323.711,418220445.04,574741050.762,550945443.051,641634499.701,605493336.461,504401275.182,5756560945.78
Indonesia,Import,30793645.638,40386921.073,48559303.142,50976918.345,52463612.284,59820327.09,76412650.564,81012911.812,78634094.651,51699412.514,45610295.481,62929193.289,57966735.532,59319518.157,62042107.691,89305967.103,110472232.648,117031554.291,143666949.426,245807783.49,184343146.622,257584172.165,333634719.009,363557833.265,354648687.959,338439829.07,0.0,3397120522.31
Indonesia,Export,41901411.184,48349494.45,54306684.113,63440125.068,68872372.025,74353736.216,84149271.449,92797428.872,99519990.162,91218209.572,90578617.815,115608104.595,105031625.874,106548692.046,113988315.45,133678097.217,159661172.971,188654232.637,215244800.373,258429928.368,218118514.776,294064124.648,378475674.015,354429625.875,343354930.445,330310297.502,0.0,4125085477.72
Iran Islamic Rep.,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iran Islamic Rep.,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,Import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70417763.736,0.0,70417763.736
Iraq,Export,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169009237.556,0.0,169009237.556
Ireland,Import,0.0,0.0,0.0,44513320.062,42785507.053,50916521.767,63694457.093,70489321.326,77183884.535,86923473.087,92075070.586,98570097.062,100561712.698,102167983.44,105379385.543,121629109.74,137626347.958,150398762.592,171261323.785,167741387.071,123922059.221,120183147.559,133302061.22,125489926.309,130919061.278,140929941.698,154274391.596,2612938254.28
Ireland,Export,0.0,0.0,0.0,56328979.665,57204585.264,68088453.513,86852339.865,90199090.356,105806900.815,127232502.697,141253601.796,150540483.047,164220592.464,175367210.443,184260012.529,206242771.804,217973266.009,215577058.899,242244023.525,251810332.457,231717824.835,234467772.461,251691542.625,233243004.314,228362643.115,233785190.97,246800704.494,4201270887.96
Israel,Import,0.0,0.0,0.0,0.0,0.0,0.0,55514130.4,58708982.152,56875637.176,53643925.616,60618391.0,69330122.0,64822076.0,64110157.0,66536270.0,79459792.0,87318166.0,92543314.0,109733175.0,126570503.0,91925528.0,114816903.0,142638750.0,142147786.0,139931708.0,140279212.0,120070389.0,1937594917.34
Israel,Export,0.0,0.0,0.0,0.0,0.0,0.0,36669821.08,39367057.04,43122512.272,45191794.728,49891112.0,60537347.0,56138529.0,56933723.0,61418106.0,74261400.0,81993617.0,89395613.0,103550486.0,117007121.0,91455773.0,111138587.0,128468508.0,119709297.0,126688895.0,130189370.0,121439941.0,1744568610.12
Italy,Import,0.0,0.0,0.0,0.0,0.0,331205313.917,394828540.473,409933995.589,410500130.374,424828847.571,433415039.533,468150662.395,464646668.605,485649664.218,585530593.68,698606378.722,755643412.126,868128095.023,1005785304.63,1103221397.36,818122747.542,956149773.709,1096598357.16,964323772.94,947031446.127,934546655.848,809948248.945,15366795046.5
Italy,Export,0.0,0.0,0.0,0.0,0.0,370262110.488,450691227.097,491143121.729,464390247.509,474018573.518,460696042.666,470487388.465,478900451.805,498086713.427,586857685.802,693309465.52,731841899.217,819624247.213,981592830.676,1060947082.96,794757617.593,874256524.761,1023906656.27,981106369.069,1012922200.25,1034494852.29,892441032.446,15646734340.8
Jamaica,Import,0.0,0.0,3637458.645,3525774.111,4341305.761,0.0,0.0,5804702.532,6196202.228,5923164.419,5760771.405,6333859.423,6762420.104,7039948.683,7173781.642,7804966.219,9704336.845,10011297.404,13412388.31,16839480.793,10075041.512,10369157.848,12743115.097,13032277.02,12333757.654,11564403.394,9897788.797,200287399.846
Jamaica,Export,0.0,0.0,2299234.27,2099230.084,2146274.141,0.0,0.0,2771498.599,2770321.369,2625886.206,2476103.093,2612701.732,2442977.58,2205474.001,2386483.981,2789034.733,3024935.951,3968910.6,4436144.005,4871079.803,2625705.577,2632168.822,3232649.646,3392014.358,3119586.02,2887072.028,2514003.518,66329490.117
Japan,Import,395059553.754,443215740.924,446179292.935,439756093.521,455076360.827,519690636.355,634357793.656,661101015.226,644226194.58,534398635.342,585844188.419,713519557.047,660368378.934,639556510.784,725633406.601,861617404.642,977091048.9,1097244404.62,1182365519.14,1451998899.65,1052858017.82,1323181111.02,1632327610.68,1696084658.7,1596871398.48,1558376251.24,1195326845.62,24123326529.4
Japan,Export,504712903.534,524868448.509,570514101.471,615383906.85,655059018.347,714934964.278,796152482.349,738742349.104,758845072.541,710314069.528,759671760.654,862787561.251,731255344.266,751304142.326,845786144.088,1007382419.61,1061256999.65,1159004579.29,1286565872.91,1411250488.97,1041412423.11,1377866510.09,1482816321.68,1445741379.51,1292500769.45,1247655528.47,1130959607.77,25484745169.6
Jhonston Island,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jhonston Island,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Import,0.0,0.0,0.0,0.0,0.0,6569516.028,7175533.469,0.0,7511959.625,7418620.723,7094383.852,7737340.617,9408721.075,9653711.353,10842087.252,15500427.623,19895230.736,21768664.653,25783538.309,32160395.157,26494316.922,28937916.302,34917780.345,39568596.988,41339393.223,43655587.36,39016572.399,442450294.011
Jordan,Export,0.0,0.0,0.0,0.0,0.0,2787341.525,3451259.389,0.0,3079463.678,2688412.392,3576872.594,2498746.037,4509751.796,5465818.021,6067718.602,7652653.154,8407245.549,10145945.358,11205083.911,15260124.699,12509259.948,13768711.644,15620975.205,15379108.341,15445736.842,16353549.329,15219120.01,191092898.024
Kazakhstan,Import,0.0,0.0,0.0,0.0,0.0,0.0,7545254.513,8376578.619,8451789.898,8478609.107,7218192.515,9745624.6,12427496.4,13025693.5,16660611.2,25258637.378,34353914.243,46878985.18,64597658.349,75063909.592,56384576.351,47457663.579,75268516.151,87903401.53,96062829.6,81272044.378,60332695.84,842764682.523
Kazakhstan,Export,0.0,0.0,0.0,0.0,0.0,0.0,10233307.489,11514381.648,12704639.288,10273929.372,11602458.144,17040953.3,16708343.9,18890918.8,25346559.8,39230531.437,54565431.961,74081070.334,92583727.096,139647475.845,84967054.793,113059519.053,174793255.975,183421524.36,168636887.388,157098634.964,90507047.742,1506907652.69
Kenya,Import,0.0,0.0,0.0,3553140.261,0.0,0.0,0.0,0.0,6472084.645,6507829.661,5454911.669,5683354.3,7861491.233,6046034.131,6791826.216,8950924.007,11427882.754,14102729.387,17493376.284,21744296.421,19947621.262,23515324.592,0.0,0.0,31957013.4,0.0,0.0,197509840.223
Kenya,Export,0.0,0.0,0.0,2571156.628,0.0,0.0,0.0,0.0,3754789.513,3667143.335,3158071.521,2982686.033,2901991.406,2702251.78,4999333.266,5259937.461,6470847.943,6601786.559,7822666.518,9559188.98,8559357.224,9867557.613,0.0,0.0,10293080.695,0.0,0.0,91171846.475
Kiribati,Import,0.0,0.0,0.0,0.0,0.0,0.0,66993.366,75009.889,77308.299,64256.234,80475.775,0.0,0.0,0.0,0.0,110240.224,143930.003,121925.004,136737.344,148730.797,132566.432,144779.3,181489.789,214355.069,191651.942,0.0,0.0,1890449.467
Kiribati,Export,0.0,0.0,0.0,0.0,0.0,0.0,13935.643,9322.149,10144.218,10763.293,17848.794,0.0,0.0,0.0,0.0,0.0,6344.732,0.0,17087.291,11464.86,9854.656,5630.491,11657.477,9824.295,12866.878,0.0,0.0,146744.777
Korea Dem. Rep.,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korea Dem. Rep.,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korea Rep.,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korea Rep.,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,Import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13749650.087,15229949.068,17450586.368,21296350.572,24413802.373,0.0,33045197.587,41074459.054,48394227.441,0.0,43782298.974,0.0,0.0,57290042.301,60760112.654,61816120.604,438302797.083
Kuwait,Export,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38658245.452,32181113.428,30677547.513,41137400.72,57141304.001,0.0,111760571.916,125111198.776,174689931.268,0.0,125012680.043,0.0,0.0,228339119.161,201922624.933,110036980.834,1276668718.05
Kyrgyz Republic,Import,0.0,0.0,0.0,0.0,0.0,0.0,1039125.827,1666687.229,0.0,0.0,0.0,1092145.179,919722.675,1147098.084,1415806.251,1849053.857,2179600.267,3397475.886,4786759.394,8046006.76,5883631.293,6380022.867,8432211.706,10628416.901,11823201.288,0.0,8060212.962,78747178.426
Kyrgyz Republic,Export,0.0,0.0,0.0,0.0,0.0,0.0,818539.988,1007489.523,0.0,0.0,0.0,1001777.168,943384.058,914777.59,1160578.748,1432837.362,1337612.063,1578221.606,2250381.758,3219035.495,2349490.527,2963694.741,3946425.406,3350511.453,3525341.952,0.0,2868581.637,34668681.075
Lao PDR,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lao PDR,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,Import,0.0,0.0,0.0,0.0,0.0,2475321.312,3626447.567,4628374.902,5427637.855,6361424.46,5876087.051,6363553.803,6989607.178,8082610.959,10441739.667,14559080.297,17458043.845,22724788.695,30202373.801,31385164.242,18588517.178,22188748.056,30718441.592,32048266.392,33398182.922,33423066.53,27539681.64,374507159.944
Latvia,Export,0.0,0.0,0.0,0.0,0.0,1975298.439,2606231.646,2865415.518,3331964.279,3603121.04,3433524.163,3718791.645,3962889.461,4544373.61,5761806.229,8718782.135,10579690.489,11734261.463,15715403.449,18420049.042,14238456.971,17577994.516,23760541.937,25038059.313,26282339.574,26832726.305,22783003.475,257484724.699
Lebanon,Import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14536715.751,13752485.305,12112776.021,12160354.094,14229601.19,12565403.221,13970808.661,18200935.0,18123818.0,18163426.947,22782622.73,31392422.113,31553464.557,34973967.374,38922965.856,40955657.661,41253571.86,39882187.369,0.0,429533183.71
Lebanon,Export,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1253148.23,1297775.747,1326283.212,1384311.206,1730131.485,2038801.042,2978647.267,3392595.0,3629300.0,4420765.401,5387957.413,6621500.929,6774589.933,8184848.055,8360259.734,8637914.899,7596324.083,6398187.86,0.0,81413341.496
Lesotho,Import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1174358.871,1188720.219,1508567.617,2089884.139,2623823.544,0.0,0.0,0.0,2132099.028,2709274.301,2426866.964,2912997.719,3101737.496,0.0,0.0,0.0,21868329.898
Lesotho,Export,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672331.594,559161.541,702196.163,957390.749,1936689.733,0.0,0.0,0.0,488829.793,1254661.01,1003827.334,1533805.122,1354189.252,0.0,0.0,0.0,10463082.291
Liberia,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libya,Import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12681743.518,17437240.519,24193926.92,33045169.375,0.0,0.0,0.0,0.0,0.0,87358080.332
Libya,Export,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64846475.712,89189512.588,54274580.079,72524601.043,0.0,0.0,0.0,0.0,0.0,280835169.422
Liechtenstein,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liechtenstein,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,Import,0.0,0.0,0.0,0.0,0.0,5210978.119,7282727.542,9044382.824,11200287.706,11538588.418,9633318.442,10828376.817,12603442.558,15242975.741,19410566.244,24604337.209,31195201.086,38581053.386,48698780.08,62378178.33,36585545.999,46607417.357,63456512.409,64332358.683,69454888.225,69898161.1,56116282.529,723904360.804
Lithuania,Export,0.0,0.0,0.0,0.0,0.0,4064468.756,5390225.318,6688403.44,7692181.899,7394013.145,5998236.823,7609899.446,9154102.045,10878058.464,14278448.413,18568397.795,24097395.521,28228149.547,34282304.627,47448344.436,32903041.964,41517285.824,55973731.341,58803983.593,64632410.88,64188456.032,50544704.288,600336243.597
Luxembourg,Import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20644177.938,21082962.95,22259407.527,22998162.996,27189816.002,33398673.697,35019428.045,39070934.103,44369034.708,50724040.385,37322450.043,40627413.607,51766530.797,48368282.147,47663659.357,47486784.492,38346622.275,628338381.069
Luxembourg,Export,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15311119.47,15699453.612,16463798.842,17129624.721,19839565.556,24209130.006,25275794.575,28212030.04,32230661.299,34593156.243,24880247.626,27549598.599,32454590.115,27252031.358,27476280.684,29450890.628,25083413.99,423111387.364
Macao,Import,0.0,0.0,2889272.454,3086438.661,3220127.166,3351183.095,3271159.139,3177128.124,3379176.522,3183401.898,3419465.397,4260325.955,4651047.621,4982893.528,5437604.382,6986493.75,7822087.984,9144738.406,10645436.006,10510255.037,8710067.334,10424723.625,14592745.464,16523400.664,0.0,21236075.138,12622248.107,177527495.457
Macao,Export,0.0,0.0,3147592.653,3329005.883,3344330.848,3496774.536,3817086.938,3958873.797,4347239.122,4074651.934,4216530.964,4890593.189,4431585.369,4556639.389,4970967.35,5381879.219,4679930.181,4807454.431,4717230.713,3572426.513,1522881.028,1454201.831,1468685.463,1631643.948,0.0,1803328.242,2032101.985,85653635.526
Macedonia FYR,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macedonia FYR,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,Import,0.0,1089100.492,776608.638,759286.292,872515.408,828882.682,1028398.471,1102391.561,1080574.929,1047987.203,935600.639,1824924.595,1800858.785,1170805.521,2472037.868,3192336.613,3289977.248,3434921.885,4795203.37,7560538.88,6106850.716,4924878.689,5335121.772,5216911.942,5323525.122,6606405.844,5816516.905,78393162.07
Madagascar,Export,0.0,583364.164,588801.818,534635.037,520687.071,648936.388,715634.647,594339.926,551569.28,466151.643,461731.232,1716250.272,1883776.823,1325960.399,1946935.703,1930696.474,1656373.388,2002938.52,2670776.858,3319767.68,2170231.234,2144323.796,2499341.023,2410257.693,3160067.192,4320422.787,4184412.278,45008383.326
Malawi,Import,0.0,1134477.98,1268893.011,0.0,0.0,1066569.846,991671.15,0.0,0.0,0.0,1255769.514,1049314.33,1106712.256,1369777.022,1543443.708,1828554.285,2298133.821,2378707.886,2710196.548,4348830.582,3977685.8,4278732.652,4764663.671,4604016.092,5634343.285,5485665.488,4559475.436,57655634.363
Malawi,Export,0.0,806932.795,954824.793,0.0,0.0,672341.683,862693.719,0.0,0.0,0.0,854020.08,742604.844,847843.156,730870.134,974777.022,891981.395,973519.693,1289681.119,1683816.446,1694606.273,2278888.314,2013079.024,2751144.487,2267446.709,2349199.173,2593698.963,2079853.536,30313823.358
Malaysia,Import,42756264.426,55509289.406,69377577.608,75146583.877,85936907.183,111976937.83,145209264.327,145952226.252,147048036.423,107609207.737,121261956.794,151932708.59,136958109.187,146224679.851,153847396.879,195370819.717,212362519.875,243949485.274,270619061.592,291574316.426,232738426.629,308089186.87,353377263.943,371047654.814,387918608.192,393441436.313,331642750.025,5288878676.04
Malaysia,Export,47287574.763,55757039.716,64896428.184,77123806.516,88923597.53,111298747.312,138830372.816,146065173.602,146885731.08,138036480.557,158487469.749,184642043.867,165452134.075,175626175.186,195025350.823,236263731.696,265293835.315,302347901.965,331040380.662,374223723.53,294513511.343,371327221.59,425289849.245,427281182.421,429354402.456,439199427.224,377145081.643,6167618374.87
Maldives,Import,0.0,0.0,0.0,0.0,0.0,0.0,524884.62,595326.131,689347.514,700406.232,796107.92,769184.659,769118.95,771192.414,928498.676,1269934.64,1477420.782,1838177.019,2166632.449,2692155.615,1869583.57,2106625.068,2785617.627,3057210.441,3414743.126,3953217.922,3785837.676,36961223.051
Maldives,Export,0.0,0.0,0.0,0.0,0.0,0.0,94670.064,114064.794,135215.021,146382.639,124389.154,149010.142,150042.174,179586.217,223569.043,338555.765,301330.54,256577.368,210729.861,247489.172,146054.065,142795.78,157595.826,309006.556,318394.247,283929.366,283562.371,4312950.165
Mali,Import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1571590.615,1354689.565,1658576.828,1642599.247,1600033.428,1959262.464,1840658.429,2523166.623,2703951.493,3068436.521,3623017.248,4357329.827,6654497.69,0.0,9384209.444,6670651.166,6874011.867,0.0,0.0,0.0,57486682.455
Mali,Export,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816225.501,604597.481,893548.695,1003427.074,945279.22,1407376.541,1698417.609,2000471.779,1957033.645,2136610.171,3034228.009,2875533.506,3833677.256,0.0,3986632.598,4745268.7,5210732.832,0.0,0.0,0.0,37149060.617
Malta,Import,0.0,0.0,0.0,0.0,0.0,4831026.424,5800576.599,5526767.423,5046797.494,5284096.579,5610227.99,6721721.962,5388001.692,5612553.01,6718914.546,8177988.837,7510910.517,8627736.533,9724443.601,10115237.826,7917320.943,11285553.118,14609484.229,15542822.803,14818750.176,16594342.504,11421485.501,192886760.307
Malta,Export,0.0,0.0,0.0,0.0,0.0,3066773.983,3777559.444,3398928.335,3189393.22,3600382.238,3863221.0,4703296.46,3720714.881,4021025.137,4682934.456,5047532.244,4724365.766,5505437.082,6039087.923,5699513.825,4304622.052,6394105.572,9023143.056,9557725.107,9119001.075,8324956.951,4726017.278,116489737.085
Marshall Islands,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marshall Islands,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martinique,Import,0.0,0.0,0.0,0.0,0.0,3266695.882,3898656.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7165352.312
Martinique,Export,0.0,0.0,0.0,0.0,0.0,437208.475,483794.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,921002.573
Mauritania,Import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705740.359,746757.545,709733.288,768911.69,2653184.787,2667366.726,2138469.816,2849535.553,3266707.982,2669492.197,3444094.145,4894140.426,5925412.316,7921795.01,7264890.478,0.0,48626232.318
Mauritania,Export,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685022.182,693596.537,638833.952,640677.311,867075.792,1107655.459,0.0,2707301.308,3252945.81,2323559.533,1444819.993,4910273.054,5232591.609,4912166.393,4252663.499,0.0,33669182.432
Mauritius,Import,0.0,0.0,0.0,0.0,3637708.848,3644741.279,3812869.92,4376391.086,4276687.079,4150119.054,4380418.391,4009496.338,3857584.044,4195784.514,4657259.668,5422633.832,6181757.201,7126509.377,7630342.837,9135917.81,7285842.031,8619026.057,10094953.101,11237151.626,10524861.126,10984968.805,8728074.892,147971098.916
Mauritius,Export,0.0,0.0,0.0,0.0,2923899.655,2681865.984,3043347.619,3386446.878,3190606.597,3390383.302,3116305.244,2970957.041,3036711.677,3480296.626,3712254.891,3919000.681,4121813.035,4459966.823,4252106.192,4464368.463,3504878.86,3668572.69,4476569.314,4472570.309,4597461.639,5251302.229,4911263.012,87032948.761
Mexico,Import,0.0,58670456.764,74948734.023,122772967.104,129540067.688,156111672.4,143047712.288,176501486.84,220696512.302,246917239.691,279102011.644,352431234.065,329642263.934,328534333.132,333860779.963,384398360.065,432285767.71,495819736.964,544326969.052,595962280.405,452814678.363,583966633.184,681556196.244,721319047.879,741759831.678,779171318.874,768808201.329,10134966493.6
Mexico,Export,0.0,52482560.819,53664805.664,92217069.504,103589057.528,120881028.821,158354681.008,190531763.604,219425711.824,234123612.382,272067585.363,331824341.28,316173196.391,320899345.669,329279330.733,375387208.767,427687261.816,498633634.299,542246957.721,581179672.653,458301415.979,594743066.522,695933812.11,738182904.913,756827776.27,790201145.642,757255798.606,10012094745.9
Micronesia Fed. Sts.,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micronesia Fed. Sts.,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Midway Islands,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Midway Islands,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moldova,Import,0.0,0.0,0.0,0.0,0.0,1317638.743,1680098.839,2140521.833,1487016.957,2038551.312,1167548.364,1545690.242,1774446.166,2065471.911,2788296.108,3514386.613,4554917.245,5342436.665,7313763.947,9721014.667,6513829.053,7656971.141,10304952.859,10350589.269,10902110.154,10536279.576,7910687.074,112627218.738
Moldova,Export,0.0,0.0,0.0,0.0,0.0,1131742.088,1489683.167,1587594.255,1134520.793,1262665.872,927386.997,942383.584,1135829.56,1286867.318,1579572.381,1966123.63,2180812.339,2097584.875,2674693.754,3168087.501,2557902.031,3073971.497,4424803.385,4316753.417,4847423.899,4659066.774,3921087.029,52366556.146
Monaco,Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monaco,Export,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mongolia,Import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880205.747,906157.261,927950.963,972485.951,1154746.146,1183444.196,0.0,1508517.565,1943823.346,2286005.577,2874109.037,4087672.34,0.0,0.0,0.0,0.0,0.0,12167923.509,9871372.718,7297892.791,48062307.147
Mongolia,Export,0.0,0.0,0.0,0.0,0.0,0.0,0.0,832998.117,899805.962,679223.201,710384.759,921828.246,886250.157,0.0,1221288.238,1695363.431,2061578.024,3059421.802,3726548.281,0.0,0.0,0.0,0.0,0.0,8516325.075,11531893.87,9258587.72,46001496.883
Montserrat,Import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43749.492,43168.167,38536.836,50836.009,56779.723,57360.04,59440.168,60226.046,59194.683,76032.892,59188.021,0.0,178063.962,73436.332,83723.206,83448.935,0.0,1023184.512
